idPNMain,PNGId,PNstat,id,alpha,delta,diamArcSeconds,diameter,axisRatio,posAngle,Catalogue,Common name,Caldwell-Messier
2107,PN G001.7-02.6,T,PPA J1800-2846,270.00255,-28.77418,16.5,0.275,1.27,,2006MNRAS.373...79P,,
2108,PN G001.7+03.6,T,PHR J1735-2527,263.94747,-25.46196,5.6,0.093,,,2006MNRAS.373...79P,,
2109,PN G001.8-05.0,T,PHR J1809-2952,272.4454,-29.88162,16,0.267,1.33,55,2006MNRAS.373...79P,,
2110,PN G001.8-02.0,T,PHR J1757-2824,269.42581,-28.40196,19.3,0.322,2.41,,2006MNRAS.373...79P,,
2111,PN G001.8-03.7,T,PHR J1804-2913,271.11879,-29.23261,8.3,0.138,1.14,,2006MNRAS.373...79P,,
2112,PN G001.8-03.2,T,MPA J1802-2900,270.70911,-29.00557,20,0.333,1,,2008MNRAS.384..525M,,
2113,PN G001.8-02.7,T,PHR J1800-2842,270.15019,-28.71397,11.3,0.188,1.12,,2006MNRAS.373...79P,,
2114,PN G001.9-02.5,T,PPA J1759-2834,269.9695,-28.57989,15.6,0.26,1.16,,2006MNRAS.373...79P,,
2115,PN G001.9+02.1,T,PHR J1741-2609,265.4362,-26.15554,13.5,0.225,1.23,80,2006MNRAS.373...79P,,
2117,PN G002.0-03.4,T,PPA J1803-2855,270.90807,-28.92823,16,0.267,1.19,,2006MNRAS.373...79P,,
2118,PN G002.0+00.7,T,MPA J1747-2649,266.868,-26.83018,4,0.067,1,,2008MNRAS.384..525M,,
2119,PN G002.0-03.1,T,PHR J1802-2847,270.70207,-28.79472,18.5,0.308,1.09,,2006MNRAS.373...79P,,
2120,PN G002.0+01.5,T,PHR J1744-2624,266.1396,-26.41499,16,0.267,1.33,115,2006MNRAS.373...79P,,
2121,PN G002.0+06.2,T,PHR J1726-2351,261.72673,-23.85776,22,0.367,1.05,,2006MNRAS.373...79P,,
2122,PN G002.0-03.2,T,PHR J1803-2848,270.793,-28.8145,31,0.517,1.27,95,2006MNRAS.373...79P,,
2123,PN G002.0-02.4,T,MPA J1800-2825,270.04044,-28.42363,11,0.183,1,,2008MNRAS.384..525M,,
2124,PN G002.0-02.5,T,PPA J1800-2826,270.0779,-28.43551,18,0.3,1.09,,2006MNRAS.373...79P,,
2125,PN G002.0+06.6,T,PHR J1725-2338,261.424,-23.6422,13.5,0.225,1.35,60,2006MNRAS.373...79P,,
2126,PN G002.1-02.8,T,PHR J1801-2831,270.38454,-28.52917,19,0.317,1.36,15,2006MNRAS.373...79P,,
2127,PN G002.1-00.9,L,K 5-35,268.5783,-27.61,6,0.1,1,,2006MNRAS.373...79P,,
2128,PN G002.1+02.6,T,Terz N 117,265.128,-25.7449,8,0.133,,,2006MNRAS.373...79P,,
2129,PN G002.1-04.1,T,PHR J1806-2909,271.7071,-29.16643,28,0.467,1.08,,2006MNRAS.373...79P,,
2130,PN G002.1-01.1,T,MPA J1755-2741,268.79333,-27.69437,8,0.133,1,,2008MNRAS.384..525M,,
2131,PN G002.1+01.2,L,MPA J1745-2626,266.47879,-26.44531,14,0.233,1.17,,2008MNRAS.384..525M,,
2132,PN G002.1-08.3,L,PPA J1824-3107,276.09062,-31.11933,9,0.15,1.29,,2006MNRAS.373...79P,,
2133,PN G002.1-02.4,T,PPA J1800-2818,270.07832,-28.30968,16,0.267,1.33,130,2006MNRAS.373...79P,,
2134,PN G002.2-04.3,T,K 6-40,272.027,-29.2196,6,0.1,1,,2006MNRAS.373...79P,,
2135,PN G002.2-01.2,T,PPA J1755-2739,268.93974,-27.66163,14.5,0.242,1.32,40,2006MNRAS.373...79P,,
2136,PN G002.2+01.7,T,PPA J1744-2605,266.0069,-26.09588,4,0.067,1,,2006MNRAS.373...79P,,
2137,PN G002.2+05.8,T,PHR J1729-2354,262.29419,-23.9084,12,0.2,1.33,5,2006MNRAS.373...79P,,
2139,PN G002.3-01.9,T,PHR J1758-2756,269.6463,-27.94889,20.5,0.342,1.28,,2006MNRAS.373...79P,,
2140,PN G002.3-05.9,L,PPA J1814-2951,273.61135,-29.86306,14,0.233,1.17,,2006MNRAS.373...79P,,
2141,PN G002.3+06.2,T,PPA J1727-2338,261.92373,-23.64807,7,0.117,1.4,,2006MNRAS.373...79P,,
2142,PN G002.3+01.7,T,PHR J1744-2603,266.14756,-26.05979,10,0.167,1.25,35,2006MNRAS.373...79P,,
2143,PN G002.3-06.2,T,PHR J1815-2957,273.938,-29.9623,22,0.367,1,,2006MNRAS.373...79P,,
2144,PN G002.3+03.6,L,PPA J1737-2501,264.34979,-25.02562,7,0.117,1,,2006MNRAS.373...79P,,
2145,PN G002.3+02.4,T,PPA J1741-2538,265.45171,-25.63832,8,0.133,1.33,,2006MNRAS.373...79P,,
2146,PN G002.3+06.5,T,PPA J1726-2325,261.64071,-23.42069,18,0.3,,,2006MNRAS.373...79P,,
2147,PN G002.4-03.1,T,PPA J1803-2826,270.85296,-28.44031,6,0.1,1,,2006MNRAS.373...79P,,
2148,PN G002.4-05.0,T,K 6-41,272.80209,-29.36668,23.5,0.392,1.12,15,2006MNRAS.373...79P,,
2149,PN G002.4+03.5,T,PHR J1738-2500,264.50127,-25.01281,17,0.283,1.21,46,2006MNRAS.373...79P,,
2150,PN G002.4-03.4,T,PHR J1804-2833,271.2308,-28.55219,16,0.267,1.07,,2006MNRAS.373...79P,,
2151,PN G002.4-02.6,T,PHR J1801-2809,270.4388,-28.16027,43,0.717,1.05,,2006MNRAS.373...79P,,
2152,PN G002.4+07.0,T,PHR J1724-2302,261.22168,-23.04279,13,0.217,1,,2006MNRAS.373...79P,,
2153,PN G002.4+01.1,T,PHR J1746-2611,266.71669,-26.19725,36,0.6,2.77,62,2006MNRAS.373...79P,,
2154,PN G002.4+02.1,T,PHR J1743-2541,265.80457,-25.69412,13,0.217,1.18,,2006MNRAS.373...79P,,
2155,PN G002.5+04.8,T,PPA J1733-2415,263.342,-24.2512,46,0.767,,16,2006MNRAS.373...79P,,
2156,PN G002.5+01.9,T,PHR J1744-2545,266.00121,-25.75998,14.5,0.242,1.32,,2006MNRAS.373...79P,,
2157,PN G002.5+04.9,T,PHR J1732-2408,263.24253,-24.14588,31,0.517,1,,2006MNRAS.373...79P,,
2158,PN G002.5+02.0,T,PHR J1743-2538,265.91438,-25.63796,2.5,0.042,,,2006MNRAS.373...79P,,
2159,PN G002.6-03.1,T,PHR J1804-2816,271.05455,-28.26998,13,0.217,1,,2006MNRAS.373...79P,,
2160,PN G002.6+04.8,L,PHR J1733-2407,263.40751,-24.1295,15,0.25,1,,2006MNRAS.373...79P,,
2161,PN G002.6+02.3,T,PHR J1742-2525,265.7171,-25.42857,11.5,0.192,1.21,,2006MNRAS.373...79P,,
2162,PN G002.6-01.7,T,PHR J1758-2729,269.62047,-27.49446,6.5,0.108,1.3,,2006MNRAS.373...79P,,
2163,PN G002.6-02.8,T,PHR J1803-2804,270.78541,-28.0708,19,0.317,1.12,,2006MNRAS.373...79P,,
2164,PN G002.7+01.7,T,PPA J1745-2542,266.32876,-25.70142,7,0.117,1,,2006MNRAS.373...79P,,
2165,PN G002.7+03.8,T,PHR J1737-2435,264.38342,-24.59475,18,0.3,1.5,,2006MNRAS.373...79P,,
2167,PN G002.7-03.7,T,PHR J1806-2824,271.63375,-28.40753,12,0.2,1,,2006MNRAS.373...79P,,
2168,PN G002.7-02.4,L,PPA J1801-2746,270.385,-27.76861,11.5,0.192,1.35,,2006MNRAS.373...79P,,
2169,PN G002.8-10.7,T,PHR J1835-3135,278.8901,-31.59566,15,0.25,1.15,,2006MNRAS.373...79P,,
2170,PN G002.8-04.1,T,PHR J1808-2835,272.1159,-28.59361,16,0.267,1.14,65,2006MNRAS.373...79P,,
2171,PN G002.9-03.0,T,PHR J1804-2757,271.072,-27.9547,37,0.617,1.68,15,2006MNRAS.373...79P,,
2172,PN G002.9-10.2,T,PHR J1833-3115,278.42834,-31.26193,25,0.417,1,,2006MNRAS.373...79P,,
2174,PN G002.9-03.3,T,PHR J1805-2804,271.43503,-28.07942,49,0.817,1.75,,2006MNRAS.373...79P,,
2175,PN G002.9-07.0,L,PPA J1820-2948,275.148,-29.8135,11,0.183,1.1,,2006MNRAS.373...79P,,
2176,PN G003.0-05.0,T,PHR J1812-2848,273.09754,-28.80275,14,0.233,1,,2006MNRAS.373...79P,,
2177,PN G003.0-01.7,T,PHR J1759-2712,269.88836,-27.21384,76,1.267,1.36,140,2006MNRAS.373...79P,,
2178,PN G003.1-01.6,L,PHR J1759-2706,269.85796,-27.10517,57.5,0.958,,100,2006MNRAS.373...79P,,
2180,PN G003.1+05.2,T,PHR1733-2327,263.27935,-23.46674,14,0.233,1.27,135,2006MNRAS.373...79P,,
2182,PN G003.1-02.1,T,PHR J1801-2718,270.35358,-27.30306,38.1,0.635,1.09,,2006MNRAS.373...79P,,
2183,PN G003.3-03.3,T,PHR J1806-2747,271.61665,-27.78772,21,0.35,1.17,,2006MNRAS.373...79P,,
2184,PN G003.3-04.4,T,PPA J1810-2813,272.65046,-28.22933,10.5,0.175,1,,2006MNRAS.373...79P,,
2185,PN G003.3-01.6,T,PHR J1759-2651,269.98035,-26.86362,11,0.183,1.57,30,2006MNRAS.373...79P,,
2186,PN G003.4-01.8,T,PHR J1800-2653,270.17628,-26.89357,12,0.2,1.09,,2006MNRAS.373...79P,,
2187,PN G003.4+01.4,L,PHR J1748-2515,267.06454,-25.2539,18,0.3,1.5,,2006MNRAS.373...79P,,
2188,PN G003.4+04.3,T,PHR J1737-2341,264.28753,-23.68999,16,0.267,1.14,,2006MNRAS.373...79P,,
2190,PN G003.5+02.7,T,PHR J1743-2431,265.91342,-24.53167,32,0.533,1.03,45,2006MNRAS.373...79P,,
2191,PN G003.5-02.9,T,MPA J1805-2721,271.30462,-27.35219,18,0.3,1,,2008MNRAS.384..525M,,
2192,PN G003.5+04.5,T,PHR J1736-2330,264.15212,-23.5058,13,0.217,1.3,35,2006MNRAS.373...79P,,
2195,PN G003.5-02.3,T,PHR J1803-2702,270.79086,-27.04607,32,0.533,1.23,,2006MNRAS.373...79P,,
2196,PN G003.6-03.0,T,PHR J1805-2723,271.49081,-27.38583,22,0.367,1.52,145,2006MNRAS.373...79P,,
2197,PN G003.6-01.3,T,PHR J1759-2630,269.8004,-26.50668,6.5,0.108,,,2006MNRAS.373...79P,,
2200,PN G003.6+02.7,T,PHR J1743-2424,265.956,-24.4007,22,0.367,1.29,,2006MNRAS.373...79P,,
2203,PN G003.8-02.4,T,PHR J1804-2653,271.01079,-26.89087,7,0.117,1.75,,2006MNRAS.373...79P,,
2204,PN G003.8-03.2,T,PHR J1807-2715,271.81252,-27.26423,17,0.283,1,,2006MNRAS.373...79P,,
2205,PN G003.8-01.9,T,PHR J1802-2637,270.54669,-26.61885,9,0.15,1.2,,2006MNRAS.373...79P,,
2207,PN G003.9+02.1,T,PHR J1746-2426,266.6625,-24.44092,34.5,0.575,,,2006MNRAS.373...79P,,
2208,PN G003.9+06.1,T,PHR J1731-2216,262.929,-22.2769,37,0.617,1.95,,2006MNRAS.373...79P,,
2209,PN G004.0+02.6,T,PHR J1744-2406,266.19292,-24.11636,19,0.317,1.06,,2006MNRAS.373...79P,,
2210,PN G004.0-02.7,T,PPA J1805-2649,271.35955,-26.81748,19,0.317,3.17,92,2006MNRAS.373...79P,,
2211,PN G004.0-02.6,T,PHR J1804-2645,271.24794,-26.75469,24.5,0.408,1.86,115,2006MNRAS.373...79P,,
2213,PN G004.0-02.5,T,PHR J1804-2643,271.24546,-26.70972,17,0.283,1.62,,2006MNRAS.373...79P,,
2214,PN G004.1+07.8,T,PHR J1726-2117,261.55126,-21.29861,11,0.183,1.57,,2006MNRAS.373...79P,,
2215,PN G004.1+03.6,T,PPA J1741-2332,265.37001,-23.53866,3,0.05,1,,2006MNRAS.373...79P,,
2216,PN G004.1-03.0,T,PHR J1806-2652,271.73331,-26.88167,20,0.333,2,,2006MNRAS.373...79P,,
2219,PN G004.2+02.0a,L,MPA J1747-2414,266.90853,-24.24068,27,0.45,1.08,,2008MNRAS.384..525M,,
2220,PN G004.2-02.5,T,PHR J1805-2631,271.33354,-26.52911,10.5,0.175,1.17,140,2006MNRAS.373...79P,,
2221,PN G004.3+01.8a,T,PHR J1748-2417,267.13752,-24.29334,14,0.233,1.08,,2006MNRAS.373...79P,,
2222,PN G004.3+06.4,L,G 4.4+6.4,262.96575,-21.82181,250,4.167,1.14,,2006MNRAS.373...79P,,
2223,PN G004.3-01.4,T,PPA J1801-2553,270.32875,-25.88918,4,0.067,,,2006MNRAS.373...79P,,
2225,PN G004.4-03.1,T,PHR J1807-2637,272.00085,-26.62723,25.5,0.425,1.09,,2006MNRAS.373...79P,,
2226,PN G004.5+02.0,L,MPA J1748-2402,267.08941,-24.03735,10,0.167,1.43,,2008MNRAS.384..525M,,
2227,PN G004.6+06.1,T,PHR J1733-2151,263.38753,-21.85639,30,0.5,1.5,60,2006MNRAS.373...79P,,
2228,PN G004.6+01.8,T,BMP J1749-2356,267.31144,-23.94497,30,0.5,1.36,,2008MNRAS.384..525M,,
2229,PN G004.8-01.1,T,PHR J1801-2522,270.32047,-25.37724,7,0.117,1.75,32,2006MNRAS.373...79P,,
2230,PN G004.8+05.7,T,PHR J1735-2146,263.82081,-21.77497,44,0.733,1.05,,2006MNRAS.373...79P,,
2231,PN G004.8-00.5,T,PHR J1759-2501,269.77043,-25.03023,88,1.467,1.42,,2006MNRAS.373...79P,,
2232,PN G004.8-04.6,T,PHR J1814-2659,273.70082,-26.98689,21,0.35,1.05,,2006MNRAS.373...79P,,
2233,PN G004.9-08.6,L,PPA J1831-2849,277.79667,-28.8203,4.5,0.075,1.13,,2006MNRAS.373...79P,,
2234,PN G004.9+03.4,T,PHR J1744-2254,266.07106,-22.91582,17,0.283,1,,2006MNRAS.373...79P,,
2236,PN G005.0+02.2,T,PHR J1748-2326,267.19173,-23.44083,13,0.217,1.63,166,2006MNRAS.373...79P,,
2237,PN G005.1+03.2,T,PHR J1745-2254,266.32083,-22.91608,17,0.283,1.06,,2006MNRAS.373...79P,,
2238,PN G005.1+02.6,L,PHR J1747-2311,266.87797,-23.19695,23,0.383,1.35,,2006MNRAS.373...79P,,
2239,PN G005.2-10.8,T,PPA J1840-2931,280.21086,-29.52311,17,0.283,1.03,,2006MNRAS.373...79P,,
2240,PN G005.2-01.6,T,PPA J1803-2516,270.96821,-25.28349,7,0.117,1.4,,2006MNRAS.373...79P,,
2242,PN G005.2-02.4a,T,PHR J1807-2535,271.76378,-25.59525,27,0.45,1.08,,2006MNRAS.373...79P,,
2243,PN G005.3-02.0,L,PHR J1805-2520,271.36713,-25.34055,16,0.267,1.14,,2006MNRAS.373...79P,,
2244,PN G005.4+04.0,T,PHR J1742-2214,265.72792,-22.23777,16.5,0.275,1.43,,2006MNRAS.373...79P,,
2245,PN G005.4-03.4,T,PHR J1811-2557,272.835,-25.9555,69,1.15,1.17,168,2006MNRAS.373...79P,,
2246,PN G005.4+05.4,T,PHR J1737-2126,264.42275,-21.44066,33,0.55,1.06,,2006MNRAS.373...79P,,
2250,PN G005.8-08.6,L,PPA J1832-2759,278.20983,-27.99039,6,0.1,1.09,,2006MNRAS.373...79P,,
2251,PN G005.8-09.2,L,PPA J1835-2811,278.83745,-28.1978,11,0.183,1,,2006MNRAS.373...79P,,
2252,PN G005.9-09.8,T,CGMW 4-2031,279.47752,-28.45867,49,0.817,1.4,140,2006MNRAS.373...79P,,
2253,PN G006.0+05.6,T,PHR J1738-2052,264.60713,-20.87165,19,0.317,1.06,,2006MNRAS.373...79P,,
2254,PN G006.0+01.2,T,PHR J1754-2309,268.68668,-23.15196,17,0.283,1.55,,2006MNRAS.373...79P,,
2255,PN G006.1+01.5,T,PHR J1753-2254,268.43876,-22.90033,25,0.417,1.47,65,2006MNRAS.373...79P,,
2256,PN G006.1+03.9,T,PHR J1745-2141,266.27708,-21.6992,19,0.317,1.19,0,2006MNRAS.373...79P,,
2257,PN G006.1+03.5,T,PHR J1746-2150,266.55586,-21.84699,18,0.3,1.13,,2006MNRAS.373...79P,,
2258,PN G006.1-02.1,T,PPA J1807-2439,271.92062,-24.65561,15.5,0.258,1.11,,2006MNRAS.373...79P,,
2259,PN G006.1+00.8,T,PPA J1756-2311,269.13837,-23.19639,9,0.15,1,,2006MNRAS.373...79P,,
2260,PN G006.2+06.9,T,PHR J1734-2000,263.55716,-20.01404,20,0.333,1.05,,2006MNRAS.373...79P,,
2261,PN G006.2-09.1,T,CGMW 4-1723,278.93578,-27.85585,23,0.383,1.1,,2006MNRAS.373...79P,,
2262,PN G006.3+02.2,T,MPA J1751-2223,267.9169,-22.38821,8,0.133,1,,2008MNRAS.384..525M,,
2263,PN G006.3+01.7,T,PHR J1753-2234,268.36797,-22.57305,72,1.2,1.14,170,2006MNRAS.373...79P,,
2264,PN G006.3-04.6,T,PPA J1818-2541,274.50624,-25.68419,16,0.267,1.07,,2006MNRAS.373...79P,,
2265,PN G006.4-03.4,T,PHR J1813-2505,273.36247,-25.09779,32,0.533,1.45,147,2006MNRAS.373...79P,,
2266,PN G006.4-05.5,T,PHR J1821-2601,275.44248,-26.02921,23,0.383,1.15,140,2006MNRAS.373...79P,,
2267,PN G006.5-03.9,T,PHR J1815-2513,273.849,-25.2291,30,0.5,1.25,20,2006MNRAS.373...79P,,
2268,PN G006.5+08.7,T,PHR J1728-1844,262.05839,-18.74196,51,0.85,1.19,54,2006MNRAS.373...79P,,
2269,PN G006.5+04.3,T,PHR J1744-2103,266.045,-21.0507,36,0.6,,,2006MNRAS.373...79P,,
2270,PN G006.6-04.7,T,PHR J1818-2531,274.71127,-25.52666,16,0.267,1,,2006MNRAS.373...79P,,
2271,PN G006.7+03.2,T,MPA J1749-2127,267.25992,-21.46847,21,0.35,1.4,,2008MNRAS.384..525M,,
2272,PN G006.8-07.5,L,PPA J1830-2637,277.61797,-26.62167,13.2,0.22,,,2006MNRAS.373...79P,,
2273,PN G006.9+01.5,T,MPA J1755-2212,268.90271,-22.21312,4,0.067,1,,2008MNRAS.384..525M,,
2274,PN G006.9-05.1,T,MPA J1820-2524,275.24028,-25.40623,21,0.35,1.31,,2008MNRAS.384..525M,,
2275,PN G007.1+07.4,T,PHR J1734-1901,263.62633,-19.01694,28,0.467,1.56,136,2006MNRAS.373...79P,,
2276,PN G007.1-05.0,T,PHR J1820-2510,275.24496,-25.17167,22,0.367,1.16,65,2006MNRAS.373...79P,,
2278,PN G007.2+04.9,T,PHR J1743-2013,265.89165,-20.23216,20,0.333,1.43,118,2006MNRAS.373...79P,,
2279,PN G007.2+03.4,T,PHR J1749-2101,267.30732,-21.02871,17,0.283,1,,2006MNRAS.373...79P,,
2280,PN G007.2-08.1,T,PHR J1833-2632,278.33954,-26.54111,28,0.467,1,,2006MNRAS.373...79P,,
2282,PN G007.2-03.6,T,MPA J1816-2427,274.00076,-24.45944,12,0.2,1.2,,2008MNRAS.384..525M,,
2283,PN G007.3+07.8,T,PHR J1733-1836,263.31623,-18.60448,35,0.583,1,,2006MNRAS.373...79P,,
2284,PN G007.3+01.7,T,PHR J1755-2142,268.89457,-21.71058,17,0.283,1.13,30,2006MNRAS.373...79P,,
2285,PN G007.3-10.1,T,PHR J1841-2716,280.47851,-27.27849,15,0.25,1.15,,2006MNRAS.373...79P,,
2286,PN G007.4+01.7,T,PHR J1755-2140,268.92694,-21.6718,20,0.333,1.43,13,2006MNRAS.373...79P,,
2288,PN G007.5-02.4,T,PPA J1811-2337,272.91894,-23.62114,11,0.183,1.22,,2006MNRAS.373...79P,,
2289,PN G007.5+02.7,T,PHR J1752-2102,268.12881,-21.0347,15.5,0.258,1.03,,2006MNRAS.373...79P,,
2291,PN G007.6+02.0,T,PHR J1755-2118,268.76498,-21.31059,15,0.25,1,,2006MNRAS.373...79P,,
2292,PN G007.7+01.2,T,PHR J1758-2139,269.60209,-21.66084,160,2.667,1.7,,2006MNRAS.373...79P,,
2293,PN G007.7-01.6,T,PHR J1809-2303,272.30271,-23.06576,14,0.233,1.27,,2006MNRAS.373...79P,,
2294,PN G007.7+03.9,T,PHR J1748-2016,267.11416,-20.27524,11,0.183,1,,2006MNRAS.373...79P,,
2295,PN G007.8+01.2,L,MPA J1758-2135,269.64104,-21.58747,5,0.083,1,,2008MNRAS.384..525M,,
2296,PN G007.9+04.3,T,PHR J1747-1957,266.81457,-19.95774,18,0.3,1.29,80,2006MNRAS.373...79P,,
2297,PN G007.9-12.5,T,PHR J1852-2749,283.21213,-27.81911,22,0.367,1,,2006MNRAS.373...79P,,
2298,PN G007.9+03.8,T,PHR J1748-2009,267.24256,-20.15833,23,0.383,1,,2006MNRAS.373...79P,,
2299,PN G007.9-04.1,T,PPA J1819-2405,274.8335,-24.08454,16,0.267,1.19,,2006MNRAS.373...79P,,
2300,PN G008.1+01.3,T,PHR J1758-2112,269.66919,-21.21278,11,0.183,1.22,,2006MNRAS.373...79P,,
2301,PN G008.3+07.1,T,BMP J1738-1808,264.56478,-18.1406,47,0.783,1.07,,2008MNRAS.384..525M,,
2302,PN G008.3+09.6,T,PTB 26,262.30533,-16.79544,30,0.5,2.14,120,2006MNRAS.373...79P,,
2303,PN G008.3-05.3,T,PHR J1824-2416,276.18041,-24.27523,21,0.35,1.05,,2006MNRAS.373...79P,,
2304,PN G008.4-02.8,T,PHR J1815-2300,273.80401,-23.01812,14,0.233,1.17,85,2006MNRAS.373...79P,,
2305,PN G008.4+01.7,T,BMP J1757-2044,269.49309,-20.74834,34,0.567,1.1,,2008MNRAS.384..525M,,
2306,PN G008.6-02.2,T,PPA J1813-2233,273.29444,-22.55751,7.5,0.125,1.07,,2006MNRAS.373...79P,,
2307,PN G008.6+01.0,T,PHR J1801-2057,270.25455,-20.95944,14,0.233,1.27,,2006MNRAS.373...79P,,
2308,PN G008.7+01.8,L,BMP J1758-2031,269.56477,-20.52698,35,0.583,1.09,,2008MNRAS.384..525M,,
2309,PN G008.7-04.2,T,PHR J1821-2324,275.28708,-23.4022,34,0.567,1.42,135,2006MNRAS.373...79P,,
2310,PN G008.8+03.8,T,PHR J1751-1925,267.78624,-19.42976,10,0.167,1,,2006MNRAS.373...79P,,
2311,PN G009.0-02.4,T,PHR J1814-2220,273.73413,-22.34359,13,0.217,1.3,18,2006MNRAS.373...79P,,
2312,PN G009.0-02.2,T,PPA J1814-2214,273.5505,-22.24697,11,0.183,1.47,15,2006MNRAS.373...79P,,
2313,PN G009.1-02.7,T,PHR J1816-2222,274.08225,-22.38035,24,0.4,1.26,,2006MNRAS.373...79P,,
2315,PN G009.4-06.6,T,PPA J1831-2356,277.98475,-23.93546,5.5,0.092,1.38,,2006MNRAS.373...79P,,
2316,PN G009.4-01.2,T,PHR J1811-2123,272.79417,-21.38717,17.5,0.292,1.17,53,2006MNRAS.373...79P,,
2317,PN G009.5-02.4,L,PHR J1816-2152,274.03804,-21.87033,40,0.667,1.11,,2006MNRAS.373...79P,,
2320,PN G009.8-01.1,T,PHR J1811-2100,272.91258,-21.01231,32,0.533,2.67,10,2006MNRAS.373...79P,,
2321,PN G009.9-04.3,T,PHR J1824-2226,276.03123,-22.43718,40,0.667,1,,2006MNRAS.373...79P,,
2322,PN G009.9+04.5,T,PHR J1750-1803,267.697,-18.0582,36,0.6,1.89,60,2006MNRAS.373...79P,,
2323,PN G010.1+04.4,T,PTB 30,267.94374,-18.06918,28,0.467,1.04,,2006MNRAS.373...79P,,
2324,PN G010.0-02.0,T,MPA J1815-2113,273.90399,-21.22259,8,0.133,1,,2008MNRAS.384..525M,,
2325,PN G010.0-01.5,T,Sab 88,273.39742,-20.95128,17,0.283,1.7,65,2006MNRAS.373...79P,,
2326,PN G010.1+07.4,T,Sab 21,265.26947,-16.41364,10,0.167,,,2006MNRAS.373...79P,,
2327,PN G010.2+00.3,T,PHR J1806-1956,271.73043,-19.93839,61,1.017,1.22,50,2006MNRAS.373...79P,,
2328,PN G010.2+02.4,T,PHR J1759-1853,269.77125,-18.88947,13,0.217,1.44,,2006MNRAS.373...79P,,
2329,PN G010.2+02.7,T,PHR J1758-1841,269.55983,-18.69044,8,0.133,1,,2006MNRAS.373...79P,,
2330,PN G010.5-04.0,T,PHR J1824-2144,276.05496,-21.74564,44,0.733,,,2006MNRAS.373...79P,,
2331,PN G010.6+02.4,T,MPA J1800-1834,270.03423,-18.576,9,0.15,1,,2008MNRAS.384..525M,,
2332,PN G010.7-02.3,T,MPA J1818-2044,274.51834,-20.73722,13,0.217,1.44,,2008MNRAS.384..525M,,
2333,PN G011.0+01.4,T,PHR J1804-1842,271.12172,-18.71137,18.5,0.308,1.12,60,2006MNRAS.373...79P,,
2334,PN G011.0-02.9,T,PTB 31,275.22433,-20.80344,14,0.233,1.17,,2006MNRAS.373...79P,,
2335,PN G011.0-06.4,T,MPA J1834-2222,278.61463,-22.36839,58,0.967,1.05,,2008MNRAS.384..525M,,
2336,PN G011.2-02.7,L,Sab 86,275.14874,-20.50694,38,0.633,1,,2006MNRAS.373...79P,,
2337,PN G011.4-05.3,T,PPA J1830-2130,277.67579,-21.53056,21,0.35,1.31,,2006MNRAS.373...79P,,
2340,PN G012.0+07.4,T,PHR J1745-1453,266.28086,-14.88969,23,0.383,1.28,165,2006MNRAS.373...79P,,
2341,PN G012.1-02.6,T,PTB 35,275.4325,-19.66333,15,0.25,1.5,,2006MNRAS.373...79P,,
2342,PN G012.1-02.1,T,PHR J1820-1926,275.07333,-19.44316,10.2,0.17,1,,2006MNRAS.373...79P,,
2343,PN G012.1-11.2,T,CGMW 4-3783,283.77033,-23.47019,20.5,0.342,1.14,,2006MNRAS.373...79P,,
2344,PN G012.1+02.8,T,PHR J1801-1701,270.48209,-17.03107,22,0.367,1.13,150,2006MNRAS.373...79P,,
2345,PN G012.2-01.9,L,PHR J1819-1916,274.84296,-19.26947,39.3,0.655,,,2006MNRAS.373...79P,,
2346,PN G012.4+02.4,T,MPA J1803-1657,270.97953,-16.95622,8,0.133,1.33,,2008MNRAS.384..525M,,
2347,PN G012.5+04.3,T,PHR J1757-1556,269.29376,-15.93836,29,0.483,1.16,113,2006MNRAS.373...79P,,
2348,PN G012.5+02.1,T,MPA J1804-1658,271.23949,-16.9813,8,0.133,1.6,,2008MNRAS.384..525M,,
2349,PN G012.8-04.7,T,MPA J1831-2002,277.84547,-20.03548,10,0.167,1.43,,2008MNRAS.384..525M,,
2351,PN G012.9+02.4,T,MPA J1804-1633,271.22034,-16.5641,6,0.1,1,,2008MNRAS.384..525M,,
2352,PN G012.9+02.6,T,MPA J1804-1627,271.04367,-16.46237,10,0.167,1,,2008MNRAS.384..525M,,
2353,PN G012.9+03.3,T,PHR J1801-1602,270.39488,-16.03858,51,0.85,1.55,,2006MNRAS.373...79P,,
2354,PN G013.1+05.0,T,Sa 3-96,268.94313,-15.04536,21,0.35,1.5,85,2006MNRAS.373...79P,,
2355,PN G013.2-05.0,T,PHR J1832-1949,278.19122,-19.8247,21,0.35,1.05,,2006MNRAS.373...79P,,
2356,PN G013.3+01.1,T,Sh 2-42,272.55654,-16.79467,164,2.733,1.43,,2006MNRAS.373...79P,,
2357,PN G013.4+08.8,T,PHR J1742-1256,265.74127,-12.9467,36,0.6,1,,2006MNRAS.373...79P,,
2358,PN G013.4-02.9,T,PHR J1825-1839,276.39798,-18.6622,30.5,0.508,1.09,,2006MNRAS.373...79P,,
2359,PN G013.7-04.7,T,PHR J1832-1914,278.14429,-19.23528,15.8,0.263,,90,2006MNRAS.373...79P,,
2360,PN G014.2+03.8,T,PM 1-205,270.65954,-14.70081,19,0.317,1,,2006MNRAS.373...79P,,
2361,PN G014.5+00.4,L,MPA J1815-1602,273.83817,-16.04888,6,0.1,1.2,,2008MNRAS.384..525M,,
