idPNMain,PNGId,PNstat,id,alpha,delta,diamArcSeconds,diameter,axisRatio,posAngle,Catalogue,Common name,Caldwell-Messier
5479,PN G021.0+00.2,c,2MASS J18284156-1027056,277.17292,-10.45167,45,0.75,,,2010AJ....139.1542M,,
5507,PN G000.4+00.7,c,MGE 000.4176+00.7559,265.91958,-28.185,15,0.25,,,2010AJ....139.1542M,,
5508,PN G000.7-00.9,c,MGE 000.7235-00.9420,267.7525,-28.80278,15,0.25,,,2010AJ....139.1542M,,
5509,PN G000.9+01.3,L,MGE 000.9363+01.3962,265.61171,-27.40778,16,0.267,,,2010AJ....139.1542M,,
5516,PN G013.3-00.1,c,IRAS 18122-1725,273.79042,-17.41111,21,0.35,,,2010AJ....139.1542M,,
5517,PN G013.7+00.5,c,MGE 013.7676+00.5111,273.38542,-16.74333,18,0.3,,,2010AJ....139.1542M,,
5519,PN G016.1+00.1,c,MGE 016.1871+00.1202,274.93792,-14.80056,16,0.267,,,2010AJ....139.1542M,,
5520,PN G023.3-00.8,c,MGE 023.3894-00.8753,279.26208,-8.88722,30,0.5,,,2010AJ....139.1542M,,
5521,PN G024.0-00.8,c,MGE 024.0055-00.8031,279.48333,-8.30667,21,0.35,,,2010AJ....139.1542M,,
5522,PN G039.6+00.9,c,MGE 039.6131+00.9358,285.08,6.37167,16,0.267,,,2010AJ....139.1542M,,
5525,PN G316.5+00.5,T,MB 4006,220.36583,-59.34944,24,0.4,,,2010AJ....139.1542M,,
5528,PN G355.1+02.6,c,MGE 355.1739+02.6929,260.75667,-31.52972,24,0.4,,,2010AJ....139.1542M,,
5529,PN G356.0+01.3,c,MGE 356.0690+01.3365,262.66292,-31.54222,18,0.3,,,2010AJ....139.1542M,,
5530,PN G357.5-01.6,c,MGE 357.5633-01.6468,266.56583,-31.87361,20,0.333,,,2010AJ....139.1542M,,
5531,PN G357.6+01.2,c,MGE 357.6735+01.2030,263.8125,-30.26972,21,0.35,,,2010AJ....139.1542M,,
5532,PN G358.2-01.0,c,MGE 358.2249-01.0885,266.41,-31.01833,15,0.25,,,2010AJ....139.1542M,,
5533,PN G358.3+01.1,c,MGE 358.3271+01.1733,264.2475,-29.73528,26,0.433,,,2010AJ....139.1542M,,
5536,PN G000.4+00.8,c,MGE 000.4100+00.8386,265.83542,-28.14806,18,0.3,,,2010AJ....139.1542M,,
5537,PN G000.9+02.3,T,MGE 000.9899+02.3115,264.77125,-26.8775,21,0.35,,,2010AJ....139.1542M,,
5540,PN G002.5+00.7,c,[GKF2010] MN67,267.16333,-26.38778,30,0.5,,,2010AJ....139.1542M,,
5541,PN G002.5+02.2,c,MGE 002.5424+02.2426,265.75,-25.59694,25,0.417,,,2010AJ....139.1542M,,
5542,PN G002.6-02.1,c,TYC 6850-2190-1,270.03375,-27.78,23,0.383,,,2010AJ....139.1542M,,
5543,PN G002.9+02.3,c,MGE 002.9176+02.3920,265.82708,-25.19917,25,0.417,,,2010AJ....139.1542M,,
5545,PN G005.9+02.3,c,MGE 005.9347+02.3035,267.61708,-22.66583,30,0.5,,,2010AJ....139.1542M,,
5546,PN G006.5-01.6,c,MGE 006.5449-01.6013,271.635,-24.08722,34,0.567,,,2010AJ....139.1542M,,
5547,PN G009.4-00.1,c,MGE 009.4947-00.1225,271.79208,-20.79111,20,0.333,,,2010AJ....139.1542M,,
5550,PN G015.9+00.2,c,MGE 015.9774+00.2955,274.67583,-14.9025,18,0.3,,,2010AJ....139.1542M,,
5551,PN G016.0-00.9,c,2MASS J18233420-1525076,275.89208,-15.41861,25,0.417,,,2010AJ....139.1542M,,
5554,PN G025.7+01.0,c,MGE 025.7137+01.0007,278.66,-5.96056,17,0.283,,,2010AJ....139.1542M,,
5556,PN G032.3-00.7,c,MGE 032.3506-00.7153,283.23083,-0.84361,30,0.5,,,2010AJ....139.1542M,,
5558,PN G046.2-00.1,c,MGE 046.2242-00.1416,289.13583,11.74167,25,0.417,,,2010AJ....139.1542M,,
5564,PN G319.2+00.1,c,MGE 319.2193+00.1581,225.36458,-58.54056,26,0.433,,,2010AJ....139.1542M,,
5568,PN G343.6+00.9,c,MGE 343.6641+00.9584,253.94542,-41.81167,21,0.35,,,2010AJ....139.1542M,,
5569,PN G351.3+00.1,c,MGE 351.3662+00.1671,260.6725,-36.09722,18,0.3,,,2010AJ....139.1542M,,
5571,PN G353.8+00.8,c,MGE 353.8415+00.8789,261.65167,-33.65,15,0.25,,,2010AJ....139.1542M,,
5573,PN G354.9-00.7,c,MGE 354.9589-00.7468,264.02,-33.60722,15,0.25,,,2010AJ....139.1542M,,
5574,PN G355.0+00.4,c,MGE 355.0606+00.4209,262.91417,-32.8875,15,0.25,,,2010AJ....139.1542M,,
5575,PN G355.3+02.2,c,MGE 355.3208+02.2134,261.31917,-31.67778,23,0.383,,,2010AJ....139.1542M,,
5576,PN G355.4+02.7,c,MGE 355.4464+02.7440,260.88708,-31.27611,20,0.333,,,2010AJ....139.1542M,,
5577,PN G355.8-01.1,c,MGE 355.8710-01.1891,265.05125,-33.07333,24,0.4,,,2010AJ....139.1542M,,
5578,PN G355.9-00.5,c,MGE 355.9808-00.5628,264.49,-32.64667,24,0.4,,,2010AJ....139.1542M,,
5580,PN G356.6-00.0,c,MGE 356.6350-00.0191,264.36167,-31.80278,18,0.3,,,2010AJ....139.1542M,,
5581,PN G357.0+00.4,c,MGE 357.0783+00.4869,264.14042,-31.15722,15,0.25,,,2010AJ....139.1542M,,
5582,PN G357.0+00.7,c,MGE 357.0801+00.7581,263.875,-31.00944,15,0.25,,,2010AJ....139.1542M,,
5583,PN G357.8-01.5,c,MGE 357.8415-01.5069,266.595,-31.56333,28,0.467,,,2010AJ....139.1542M,,
5584,PN G358.3-02.4,c,MGE 358.3425-02.4585,267.85542,-31.62333,21,0.35,,,2010AJ....139.1542M,,
5586,PN G358.8+00.8,c,MGE 358.8068+00.8872,264.82083,-29.48306,16,0.267,,,2010AJ....139.1542M,,
5587,PN G358.9+01.9,c,MGE 358.9577+01.9334,263.90208,-28.795,24,0.4,,,2010AJ....139.1542M,,
5588,PN G359.5-01.0,c,MGE 359.5381-01.0838,267.19417,-29.89278,23,0.383,,,2010AJ....139.1542M,,
5590,PN G359.9+02.3,c,MGE 359.9600+02.3633,264.1025,-27.71944,29,0.483,,,2010AJ....139.1542M,,
5591,PN G002.8-02.7,c,MGE 002.8866-02.7510,270.76167,-27.83806,22,0.367,,,2010AJ....139.1542M,,
5593,PN G013.5+00.2,c,MGE 013.5944+00.2139,273.57125,-17.0375,24,0.4,,,2010AJ....139.1542M,,
5594,PN G022.5-00.0,c,2MASS J18321739-0916139,278.07208,-9.27028,19,0.317,,,2010AJ....139.1542M,,
5597,PN G000.1-00.0,c,MGE 000.1134-00.0975,266.5675,-28.89,16,0.267,,,2010AJ....139.1542M,,
5598,PN G001.7+02.2,c,MGE 001.7985+02.2079,265.34792,-26.24722,20,0.333,,,2010AJ....139.1542M,,
5599,PN G001.8-00.9,c,MGE 001.8248-00.9674,268.41458,-27.86806,16,0.267,,,2010AJ....139.1542M,,
5601,PN G002.1-01.0,c,MGE 002.1530-01.0607,268.69292,-27.63222,16,0.267,,,2010AJ....139.1542M,,
5602,PN G002.3+01.9,c,MGE 002.3535+01.9852,265.88375,-25.8925,22,0.367,,,2010AJ....139.1542M,,
5603,PN G002.6+00.7,c,MGE 002.6242+00.7861,267.18083,-26.28444,12,0.2,,,2010AJ....139.1542M,,
5607,PN G006.0+02.6,c,MGE 006.0270+02.6063,267.38667,-22.43139,18,0.3,,,2010AJ....139.1542M,,
5608,PN G006.4+01.8,c,MGE 006.4993+01.8661,268.33583,-22.40278,18,0.3,,,2010AJ....139.1542M,,
5609,PN G006.7-01.9,c,MGE 006.7488-01.9183,272.04667,-24.06306,18,0.3,,,2010AJ....139.1542M,,
5610,PN G010.6-00.6,c,MGE 010.6846-00.6280,272.87833,-19.99472,15,0.25,,,2010AJ....139.1542M,,
5612,PN G015.5+00.8,c,MGE 015.5409+00.8084,273.99375,-15.04333,20,0.333,,,2010AJ....139.1542M,,
5613,PN G017.4+00.8,c,MGE 017.4818+00.8837,274.87458,-13.29889,27,0.45,,,2010AJ....139.1542M,,
5615,PN G021.1+00.9,c,MGE 021.1662+00.9358,276.59208,-10.02083,20,0.333,,,2010AJ....139.1542M,,
5617,PN G029.4-00.4,c,MGE 029.4034-00.4496,281.64958,-3.34528,16,0.267,,,2010AJ....139.1542M,,
5618,PN G030.5+00.9,c,MGE 030.5495+00.9160,280.95708,-1.70194,15,0.25,,,2010AJ....139.1542M,,
5619,PN G033.4+00.6,c,MGE 033.4364+00.6435,282.51667,0.7425,21,0.35,,,2010AJ....139.1542M,,
5620,PN G040.5-00.1,c,MGE 040.5176-00.1423,286.46167,6.68167,18,0.3,,,2010AJ....139.1542M,,
5622,PN G303.4-00.8,c,MGE 303.4121-00.8953,193.94542,-63.76306,18,0.3,,,2010AJ....139.1542M,,
5623,PN G314.5+00.1,T,MB 4001,217.005,-60.47389,16,0.267,,,2010AJ....139.1542M,,
5627,PN G329.7+00.5,c,MGE 329.7690+00.5262,240.26542,-52.17694,30,0.5,,,2010AJ....139.1542M,,
5631,PN G352.7+01.6,c,MGE 352.7640+01.6844,260.11833,-34.08472,15,0.25,,,2010AJ....139.1542M,,
5633,PN G354.1-00.3,c,MGE 354.1575-00.3221,263.06708,-34.05,18,0.3,,,2010AJ....139.1542M,,
5636,PN G356.2+00.9,c,MGE 356.2849+00.9344,263.19667,-31.58167,18,0.3,,,2010AJ....139.1542M,,
5638,PN G357.2-02.2,c,MGE 357.2028-02.2696,266.975,-32.50417,18,0.3,,,2010AJ....139.1542M,,
5639,PN G358.7+02.4,c,MGE 358.7080+02.4704,263.23292,-28.71389,15,0.25,,,2010AJ....139.1542M,,
5642,PN G359.2+02.3,T,MGE 359.2412+02.3353,263.69114,-28.33899,55,0.917,,,2010AJ....139.1542M,,
5643,PN G359.7-00.7,c,MGE 359.7169-00.7867,267.0075,-29.58639,16,0.267,,,2010AJ....139.1542M,,
5646,PN G000.1-01.0,T,MGE 000.1495-01.0708,267.54292,-29.36167,14,0.233,,,2010AJ....139.1542M,,
5647,PN G000.4+00.2,c,MGE 000.4284+00.2292,266.43625,-28.45111,14,0.233,,,2010AJ....139.1542M,,
5648,PN G000.8+01.1,c,MGE 000.8076+01.1132,265.80708,-27.66556,14,0.233,,,2010AJ....139.1542M,,
5649,PN G001.6+00.1a,c,MGE 001.6982+00.1362,267.27042,-27.41306,18,0.3,,,2010AJ....139.1542M,,
5651,PN G003.2+01.3,c,MGE 003.2861+01.3814,266.99375,-25.41056,16,0.267,,,2010AJ....139.1542M,,
5652,PN G003.7-00.3,c,MGE 003.7287-00.3847,268.92958,-25.93083,12,0.2,,,2010AJ....139.1542M,,
5653,PN G004.7+00.8,c,MGE 004.7474+00.8115,268.35833,-24.44694,13,0.217,,,2010AJ....139.1542M,,
5654,PN G006.4+00.1,c,MGE 006.4395+00.1299,269.9325,-23.32639,16,0.267,,,2010AJ....139.1542M,,
5655,PN G006.9+00.0,c,MGE 006.9367+00.0497,270.27667,-22.93472,20,0.333,,,2010AJ....139.1542M,,
5657,PN G029.2+00.5,c,MGE029.2228+00.5392,280.68583,-3.05417,16,0.267,,,2010AJ....139.1542M,,
5660,PN G353.4-01.0,c,MGE 353.4200-01.0326,263.30167,-35.05556,15,0.25,,,2010AJ....139.1542M,,
5661,PN G353.4+00.8,c,MGE 353.4568+00.8258,261.44583,-33.99861,16,0.267,,,2010AJ....139.1542M,,
5663,PN G355.2+02.0,c,MGE 355.2534+02.0154,261.46792,-31.84444,15,0.25,,,2010AJ....139.1542M,,
5664,PN G356.5-00.7,c,MGE 356.5561-00.7652,265.05667,-32.26778,14,0.233,,,2010AJ....139.1542M,,
5665,PN G356.6+01.9,c,MGE 356.6214+01.9982,262.37292,-30.71694,16,0.267,,,2010AJ....139.1542M,,
5667,PN G357.7-00.7,c,MGE 357.7075-00.7184,265.72542,-31.26556,14,0.233,,,2010AJ....139.1542M,,
5668,PN G357.7+01.5,c,MGE 357.7077+01.5812,263.46625,-30.03611,16,0.267,,,2010AJ....139.1542M,,
5669,PN G357.7+02.3,c,MGE 357.7758+02.3326,262.78292,-29.56944,16,0.267,,,2010AJ....139.1542M,,
5670,PN G359.6+01.2,c,MGE 359.6760+01.2410,265.00667,-28.55889,15,0.25,,,2010AJ....139.1542M,,
5672,PN G000.6+01.5,T,MGE 000.6713+01.4999,265.355,-27.57778,21,0.35,,,2010AJ....139.1542M,,
5673,PN G001.0-02.0,T,MGE001.0098-02.0666,269.02625,-29.12611,18,0.3,,,2010AJ....139.1542M,,
5674,PN G002.0-01.0,c,MGE 002.0599-01.0642,268.64333,-27.71417,27,0.45,,,2010AJ....139.1542M,,
5676,PN G003.0-01.4,c,MGE 003.0631-01.4329,269.56958,-27.03222,15,0.25,,,2010AJ....139.1542M,,
5677,PN G003.3+01.0,c,MGE 003.3094+01.0342,267.33667,-25.56944,15,0.25,,,2010AJ....139.1542M,,
5678,PN G006.1-00.7,c,MGE 006.1437-00.7853,270.64042,-24.03694,18,0.3,,,2010AJ....139.1542M,,
5679,PN G006.5-00.0,c,MGE 006.5850-00.0135,270.14667,-23.27139,12,0.2,,,2010AJ....139.1542M,,
5680,PN G006.7+01.1,c,MGE 006.7840+01.1298,269.17917,-22.52833,17,0.283,,,2010AJ....139.1542M,,
5681,PN G007.0-02.3,c,MGE 007.0582-02.3635,272.63708,-24.0075,18,0.3,,,2010AJ....139.1542M,,
5682,PN G007.7-00.3,c,MGE 007.7506-00.3392,271.07833,-22.41861,18,0.3,,,2010AJ....139.1542M,,
5683,PN G007.8+00.7,c,MGE 007.8745+00.7500,270.12208,-21.77306,18,0.3,,,2010AJ....139.1542M,,
5684,PN G008.5-01.1,c,MGE 008.5984-01.1993,272.33625,-22.09722,18,0.3,,,2010AJ....139.1542M,,
5685,PN G032.9-00.7a,c,MGE 032.9266-00.7652,283.53792,-0.35361,18,0.3,,,2010AJ....139.1542M,,
5686,PN G034.8+00.3,c,MGE 034.8961+00.3018,283.48667,1.88556,21,0.35,,,2010AJ....139.1542M,,
5687,PN G037.9-00.7,c,[GKF2010] MN99,285.8725,4.12222,20,0.333,,,2010AJ....139.1542M,,
5688,PN G045.9-00.7,c,MGE 045.9426-00.7527,289.55292,11.20722,28,0.467,,,2010AJ....139.1542M,,
5690,PN G325.5+00.8,c,MGE 325.5783+00.8074,234.48,-54.57361,15,0.25,,,2010AJ....139.1542M,,
5691,PN G326.9+00.9,c,IRAS 15407-5326,236.14208,-53.61333,14,0.233,,,2010AJ....139.1542M,,
5692,PN G344.1+00.2,c,MGE 344.1648+00.2733,255.08333,-41.84528,24,0.4,,,2010AJ....139.1542M,,
5693,PN G356.4+01.0,c,MGE 356.4594+01.0730,263.17208,-31.35972,18,0.3,,,2010AJ....139.1542M,,
5694,PN G356.8+01.8,c,MGE 356.8316+01.8709,262.63083,-30.61167,17,0.283,,,2010AJ....139.1542M,,
5695,PN G357.4+01.5,c,MGE 357.4403+01.5640,263.31458,-30.27,20,0.333,,,2010AJ....139.1542M,,
5696,PN G358.0-01.9,c,MGE 358.0310-01.9836,267.18917,-31.6475,18,0.3,,,2010AJ....139.1542M,,
5697,PN G358.4-00.8,c,MGE 358.4433-00.8992,266.35417,-30.73333,15,0.25,,,2010AJ....139.1542M,,
5698,PN G358.6+00.1,c,MGE 358.6888+00.1824,265.43667,-29.95694,10,0.167,,,2010AJ....139.1542M,,
5699,PN G359.6-00.9a,c,MGE 359.6256-00.9322,267.09667,-29.73972,26,0.433,,,2010AJ....139.1542M,,
5700,PN G001.2+00.7a,c,MGE 001.2693+00.7174,266.46,-27.47889,16,0.267,,,2010AJ....139.1542M,,
5703,PN G007.1+01.9,c,MGE 007.0999+01.9268,268.60708,-21.85417,20,0.333,,,2010AJ....139.1542M,,
5704,PN G007.4-01.7,c,MGE 007.4345-01.7575,272.25542,-23.38556,16,0.267,,,2010AJ....139.1542M,,
5705,PN G007.9+00.9,c,MGE 007.9853+00.9983,269.94917,-21.55361,16,0.267,,,2010AJ....139.1542M,,
5706,PN G358.2-00.4,c,MGE 358.2714-00.4486,265.80333,-30.64389,16,0.267,,,2010AJ....139.1542M,,
5709,PN G359.5-00.8,c,MGE 359.5784-00.8461,266.98375,-29.73556,26,0.433,,,2010AJ....139.1542M,,
5710,PN G000.6+01.9,c,MGE 000.6829+01.9996,264.88458,-27.30306,15,0.25,,,2010AJ....139.1542M,,
5711,PN G000.7+02.9,c,MGE 000.7880+02.9357,264.05917,-26.71417,20,0.333,,,2010AJ....139.1542M,,
5712,PN G000.9+02.2,c,MGE 000.9934+02.2747,264.80792,-26.89417,13,0.217,,,2010AJ....139.1542M,,
5713,PN G001.1-01.0,c,MGE 001.1947-01.0735,268.15542,-28.46472,20,0.333,,,2010AJ....139.1542M,,
5715,PN G001.4-01.7,c,MGE 001.4688-01.7089,268.93667,-28.54972,20,0.333,,,2010AJ....139.1542M,,
5716,PN G001.9+00.1,c,MGE 001.9965+00.1976,267.38375,-27.12556,12,0.2,,,2010AJ....139.1542M,,
5717,PN G002.0+02.1a,c,MGE 002.0557+02.1161,265.58583,-26.07722,20,0.333,,,2010AJ....139.1542M,,
5718,PN G002.4-02.0,c,MGE 002.4094-02.0786,269.83375,-27.92056,13,0.217,,,2010AJ....139.1542M,,
5720,PN G003.5+01.3a,c,MGE 003.5014+01.3314,267.16375,-25.25194,20,0.333,,,2010AJ....139.1542M,,
5721,PN G004.0+02.2,c,MGE 004.0775+02.2998,266.57875,-24.25833,24,0.4,,,2010AJ....139.1542M,,
5722,PN G004.0+01.1,c,MGE 004.0816+01.1591,267.65583,-24.84278,26,0.433,,,2010AJ....139.1542M,,
5724,PN G004.2-00.8,c,MGE 004.2374-00.8916,269.7,-25.74472,18,0.3,,,2010AJ....139.1542M,,
5726,PN G004.2-01.4,c,MGE 004.2590-01.4204,270.22208,-25.98889,23,0.383,,,2010AJ....139.1542M,,
5728,PN G004.8+01.7,c,MGE 004.8004+01.7757,267.47875,-23.90972,25,0.417,,,2010AJ....139.1542M,,
5729,PN G005.1+00.0,c,MGE 005.1516+00.0444,269.31,-24.485,20,0.333,,,2010AJ....139.1542M,,
5732,PN G007.0+02.0,c,MGE 007.0571+02.0063,268.51,-21.85111,15,0.25,,,2010AJ....139.1542M,,
5733,PN G007.6+02.1,c,MGE 007.6985+02.1443,268.72958,-21.22806,24,0.4,,,2010AJ....139.1542M,,
5734,PN G010.0-00.6,c,MGE 010.0155-00.6520,272.55708,-20.5925,21,0.35,,,2010AJ....139.1542M,,
5735,PN G012.0+01.0,c,MGE 012.0367+01.0149,272.04833,-18.01694,52,0.867,,,2010AJ....139.1542M,,
5736,PN G020.8+00.9,c,MGE 020.8749+00.9698,276.42333,-10.26278,18,0.3,,,2010AJ....139.1542M,,
5737,PN G021.4-00.4,c,MGE 021.4030-00.4666,277.96583,-10.46194,21,0.35,,,2010AJ....139.1542M,,
5738,PN G022.5+00.9,c,MGE 022.5964+00.9098,277.28917,-8.76694,18,0.3,,,2010AJ....139.1542M,,
5739,PN G027.5+00.5,c,MGE 027.5373+00.5473,279.90542,-4.54917,15,0.25,,,2010AJ....139.1542M,,
5740,PN G034.9+00.4,c,MGE 034.9249+00.4834,283.33792,1.99417,15,0.25,,,2010AJ....139.1542M,,
5743,PN G046.8-00.2,c,MGE 046.8232-00.2257,289.4975,12.23194,18,0.3,,,2010AJ....139.1542M,,
5745,PN G059.2+00.4,c,MGE 059.2301+00.4005,295.17958,23.42083,21,0.35,,,2010AJ....139.1542M,,
5747,PN G318.5-00.5,c,MGE 318.5117-00.5950,224.84917,-59.53917,28,0.467,,,2010AJ....139.1542M,,
5751,PN G353.9+00.4,c,MGE 353.9103+00.4858,262.09042,-33.81139,15,0.25,,,2010AJ....139.1542M,,
5752,PN G355.2+00.9,c,MGE 355.2478+00.9935,262.46792,-32.41639,18,0.3,,,2010AJ....139.1542M,,
5753,PN G355.4+01.0,c,MGE 355.4167+01.0342,262.53792,-32.25306,14,0.233,,,2010AJ....139.1542M,,
5754,PN G355.5-02.1a,c,IRAS 17400-3346,265.83333,-33.80306,15,0.25,,,2010AJ....139.1542M,,
5755,PN G355.8+01.2,c,MGE 355.8086+01.2344,262.595,-31.81583,15,0.25,,,2010AJ....139.1542M,,
5756,PN G355.8-01.4,c,MGE 355.8839-01.4270,265.30042,-33.18833,18,0.3,,,2010AJ....139.1542M,,
5757,PN G356.0+00.7,c,MGE 356.0998+00.7001,263.30917,-31.86444,18,0.3,,,2010AJ....139.1542M,,
5760,PN G356.6-00.5,c,MGE 356.6408-00.5704,264.91458,-32.0925,15,0.25,,,2010AJ....139.1542M,,
5761,PN G356.7+00.7,c,MGE 356.7415+00.7421,263.67667,-31.30278,16,0.267,,,2010AJ....139.1542M,,
5762,PN G357.8+00.2,c,MGE 357.8187+00.2875,264.79875,-30.63861,16,0.267,,,2010AJ....139.1542M,,
5764,PN G358.0-01.5,c,MGE 358.0888-01.5465,266.785,-31.3725,20,0.333,,,2010AJ....139.1542M,,
5765,PN G358.1+01.0,c,MGE 358.1166+01.0764,264.21167,-29.96472,15,0.25,,,2010AJ....139.1542M,,
5766,PN G358.1+00.7,c,MGE 358.1558+00.7594,264.545,-30.10167,24,0.4,,,2010AJ....139.1542M,,
5768,PN G358.5+02.5,c,MGE 358.5717+02.5207,263.10042,-28.80056,26,0.433,,,2010AJ....139.1542M,,
5769,PN G358.6-01.3,c,MGE 358.6633-01.3135,266.89917,-30.76056,15,0.25,,,2010AJ....139.1542M,,
5771,PN G359.1-01.6,c,MGE 359.1142-01.6065,267.46083,-30.525,20,0.333,,,2010AJ....139.1542M,,
5772,PN G359.4-00.5,c,MGE 359.4290-00.5034,266.55708,-29.68583,15,0.25,,,2010AJ....139.1542M,,
5773,PN G359.4-02.6,c,MGE 359.4372-02.6997,268.74625,-30.8025,18,0.3,,,2010AJ....139.1542M,,
5775,PN G359.6-01.9,c,OGLE BUL-SC37 181442,268.0675,-30.26,29,0.483,,,2010AJ....139.1542M,,
5776,PN G359.8+01.0a,c,ISOGAL-P J174119.8-283013,265.32542,-28.50583,36,0.6,,,2010AJ....139.1542M,,
5777,PN G000.7+02.7,c,MGE 000.7126+02.7811,264.16,-26.86083,19,0.317,,,2010AJ....139.1542M,,
5779,PN G001.0+02.7,c,MGE 001.0651+02.7431,264.40708,-26.58361,18,0.3,,,2010AJ....139.1542M,,
5780,PN G001.0+01.9a,c,MGE 001.0839+01.9163,265.20292,-27.0075,18,0.3,,,2010AJ....139.1542M,,
5781,PN G003.4-01.0,c,MGE 003.4305-01.0738,269.42708,-26.53472,19,0.317,,,2010AJ....139.1542M,,
5782,PN G003.8+02.6,c,MGE 003.8212+02.6722,266.08375,-24.28333,18,0.3,,,2010AJ....139.1542M,,
5784,PN G008.1+01.0,c,MGE 008.1733+01.0914,269.96292,-21.34417,18,0.3,,,2010AJ....139.1542M,,
5787,PN G030.8+00.6,c,MGE 030.8780+00.6993,281.3,-1.50861,18,0.3,,,2010AJ....139.1542M,,
5788,PN G031.3+00.9,c,MGE 031.3183+00.9958,281.23708,-0.98167,18,0.3,,,2010AJ....139.1542M,,
5789,PN G039.5+00.4,c,MGE 039.5964+00.4751,285.48458,6.14611,20,0.333,,,2010AJ....139.1542M,,
5791,PN G356.1-00.5,c,MGE 356.1617-00.5486,264.59083,-32.48611,18,0.3,,,2010AJ....139.1542M,,
5794,PN G358.0+00.8,c,MGE 358.0815+00.8514,264.40917,-30.11528,15,0.25,,,2010AJ....139.1542M,,
5797,PN G038.7-00.6,c,MGE 038.7425-00.6986,286.13958,4.84944,14,0.233,,,2010AJ....139.1542M,,
5801,PN G353.5+01.5,c,MGE 353.5188+01.5107,260.80625,-33.56222,21,0.35,,,2010AJ....139.1542M,,
5826,PN G328.9+00.2a,c,[GKF2010] MN34,239.54783,-52.93067,90,1.5,,,2010MNRAS.405.1047G,,
5839,PN G008.4-00.0,c,[GKF2010] MN71,271.16525,-21.69278,45,0.75,1.29,,2010MNRAS.405.1047G,,
8185,PN G020.9+00.9,T,IRAS 18232-1013,276.51254,-10.19207,4.5,0.075,,,1995AJ....110.2225K,,
8186,PN G022.2+00.9,T,IRAS 18257-0908,277.12095,-9.10329,3.5,0.058,,,1995AJ....110.2225K,,
8190,PN G040.5-00.0,T,IPHASX J190543.8+064413,286.43254,6.73704,14,0.233,,,IPHAS_candidates,,
8193,PN G038.7-02.4,T,IPHASX J191058.9+040350,287.74558,4.064,11,0.183,,,IPHAS_candidates,,
8199,PN G054.5+01.8,L,IPHASX J192534.9+200334,291.39573,20.05948,38,0.633,,,2014MNRAS.443.3388S,,
8200,PN G049.7-00.7,L,IPHASX J192543.2+143546,291.43009,14.59619,176,2.933,,,2014MNRAS.443.3388S,,
8202,PN G057.7+02.8,c,IPHASX J192816.9+231911,292.07064,23.31978,17,0.283,,,IPHAS_candidates,,
8204,PN G051.7-01.7,T,IPHASX J193308.9+155354,293.2871,15.89851,27,0.45,,,2014MNRAS.443.3388S,,
8206,PN G062.1+03.1,T,IPHASX J193617.5+272051,294.07338,27.34775,9,0.15,,,IPHAS_candidates,,
8209,PN G056.7-00.3,L,IPHASX J193809.1+205412,294.53817,20.90335,146,2.433,,,IPHAS_candidates,,
8210,PN G066.1+04.7,T,IPHASX J193849.6+313744,294.70689,31.62912,160,2.667,,,IPHAS_candidates,,
8211,PN G063.3+02.2,T,IPHASX J194240.5+275109,295.66908,27.8525,74,1.233,,,2014MNRAS.443.3388S,,
8215,PN G059.1-01.4,T,Ra 17,296.87029,22.47328,27,0.45,,,2014MNRAS.443.3388S,,
8218,PN G063.7+00.7,T,IPHASX J194930.9+273028,297.3791,27.50785,84,1.4,,,2014MNRAS.443.3388S,,
8219,PN G062.5-01.8,L,IPHASX J195627.3+250648,299.11391,25.11349,24,0.4,,,IPHAS_candidates,,
8229,PN G077.5+04.2,c,IPHASX J201006.3+410106,302.52663,41.01833,8.9,0.148,,,IPHAS_candidates,,
8232,PN G067.3-02.6,T,IPHASX J201058.0+284455,302.74175,28.74861,48,0.8,1.33,,IPHAS_candidates,,
8266,PN G111.2-03.0,T,We 2-260,350.59875,57.77444,162,2.7,1.23,,1992secg.book.....A,,
8270,PN G111.8-04.4,c,IPHASX J233011.3+563713,352.54737,56.62045,50,0.833,,,IPHAS_candidates,,
8273,PN G115.5+02.0,T,IPHASX J234318.0+635717,355.82528,63.95474,36,0.6,,,2014MNRAS.443.3388S,,
8331,PN G182.3-03.7,L,IPHASX J053650.8+245616,84.21179,24.93797,300,5,1.33,,IPHAS_candidates,,
8355,PN G181.7+01.9,T,IPHASX J055711.7+282322,89.29883,28.38956,224,3.733,,,IPHAS_candidates,,
8442,PN G116.0-04.8,L,IPHASX J000021.4+572207,0.08913,57.36881,22,0.367,1.38,,2014MNRAS.443.3388S,,
8450,PN G127.6-01.1,T,IPHASX J013108.9+612258,22.78738,61.38305,24.1,0.402,1,,2014MNRAS.443.3388S,,
8454,PN G137.7+03.3,T,IPHASX J030421.3+621802,46.08875,62.3007,57,0.95,,,2014MNRAS.443.3388S,,
8455,PN G139.0+03.2,T,IPHASX J031345.5+613707,48.438,61.61833,126.5,2.108,1.21,,2014MNRAS.443.3388S,,
8456,PN G144.1-00.5,T,IRAS 03272+5528,52.77235,55.64762,27.3,0.455,1.06,,2014MNRAS.443.3388S,,
8458,PN G151.0-00.4,L,Ou 1,61.83992,51.40622,95,1.583,1.27,,2012RMxAA..48..223A,,
8460,PN G157.1+04.4,T,IPHASX J045627.6+501720,74.1151,50.28899,91,1.517,,,2014MNRAS.443.3388S,,
