id,alpha,delta,diameter,minorAxis,Density,DCld
HMST 000.0-18.9,286.71079,-37.22857,16,5,A,DCld 000.0-18.9
HMST 000.3-18.8,286.68399,-36.98036,14,12,B,DCld 000.3-18.8
HMST 000.4-19.5,287.56746,-37.12458,16,7,A,DCld 000.4-19.5
HMST 000.8-22.9,291.78005,-37.83859,16,12,C,DCld 000.8-22.9
HMST 000.9-20.2,288.59778,-36.8648,16,5,A,DCld 000.9-20.2
HMST 001.2-23.1,292.24834,-37.5748,5,4,C,DCld 001.2-23.1
HMST 001.3-20.5,289.10367,-36.60579,14,4,A,DCld 001.3-20.5
HMST 001.4-21.6,290.43349,-36.91803,40,35,C,DCld 001.4-21.6
HMST 001.5-24.0,293.35884,-37.5148,4,3,C,DCld 001.5-24.0
HMST 001.7-23.8,293.23258,-37.31203,3,3,C,DCld 001.7-23.8
HMST 004.9-24.6,295.16267,-34.7934,16,3,A,DCld 004.9-24.6
HMST 008.4-47.1,323.10063,-35.85677,6,2,B,DCld 008.4-47.1
HMST 009.0-46.5,322.35899,-35.40897,8,5,C,DCld 009.0-46.5
HMST 010.4-46.6,322.57916,-34.45831,12,2,B,DCld 010.4-46.6
HMST 010.5-47.1,323.17746,-34.43154,3,2,B,DCld 010.5-47.1
HMST 247.0-05.7,114.26077,-32.73501,22,2,B,DCld 247.0-05.7
HMST 247.5-12.3,107.42115,-36.20565,65,55,B,DCld 247.5-12.3
HMST 247.6-03.5,116.87161,-32.21646,7,5,B,DCld 247.6-03.5
HMST 247.8-03.2,117.29726,-32.20664,6,1,B,DCld 247.8-03.2
HMST 249.0-03.2,117.97515,-33.26291,16,12,B,DCld 249.0-03.2
HMST 249.4-05.1,116.29339,-34.60398,4,2,A,DCld 249.4-05.1
HMST 249.7-02.1,119.51893,-33.3045,6,6,A,DCld 249.7-02.1
HMST 250.8-08.1,113.84276,-37.25655,9,2,B,DCld 250.8-08.1
HMST 251.1-01.0,121.54783,-33.89801,12,6,A,DCld 251.1-01.0
HMST 251.5+02.0,124.85261,-32.63313,3,2,C,DCld 251.5+02.0
HMST 251.7+00.2,123.10552,-33.76109,4,2,A,DCld 251.7+00.2
HMST 251.7-12.2,109.69682,-39.85287,4,3,B,DCld 251.7-12.2
HMST 251.8+00.0,123.08778,-33.93768,3,1,A,DCld 251.8+00.0
HMST 251.9+00.0,123.09565,-34.01772,5,1.2,A,DCld 251.9+00.0
HMST 252.1-03.6,119.53493,-36.07794,12,7,B,DCld 252.1-03.6
HMST 252.1-01.3,121.95906,-34.91306,22,12,B,DCld 252.1-01.3
HMST 252.2+00.7,123.99829,-33.84638,7,1.2,A,DCld 252.2+00.7
HMST 252.3+00.5,123.86752,-34.07918,6,0.6,A,DCld 252.3+00.5
HMST 252.3-03.2,120.11521,-36.06372,14,9,A,DCld 252.3-03.2
HMST 252.5+00.1,123.58943,-34.51473,10,1.5,A,DCld 252.5+00.1
HMST 252.9-01.6,122.15855,-35.72723,6,6,B,DCld 252.9-01.6
HMST 253.0-01.7,122.17837,-35.89565,35,12,B,DCld 253.0-01.7
HMST 253.1-02.1,121.71733,-36.18708,12,4,B,DCld 253.1-02.1
HMST 253.1-01.7,122.23622,-35.98922,7,3,A,DCld 253.1-01.7
HMST 253.2-04.2,119.62212,-37.41499,12,2,B,DCld 253.2-04.2
HMST 253.3-01.6,122.38176,-36.07982,2,3,A,DCld 253.3-01.6
HMST 253.4-04.0,119.88499,-37.43277,14,3,B,DCld 253.4-04.0
HMST 253.6-01.3,122.87389,-36.15517,22,12,B,DCld 253.6-01.3
HMST 253.6+02.9,127.19228,-33.76402,65,6,A,DCld 253.6+02.9
HMST 253.8-10.9,112.3863,-41.1751,6,1,A,DCld 253.8-10.9
HMST 253.9-00.6,123.80977,-36.03731,28,5,B,DCld 253.9-00.6
HMST 254.1-03.6,120.87578,-37.8436,6,4,B,DCld 254.1-03.6
HMST 254.5-09.6,114.33499,-41.2288,8,6,B,DCld 254.5-09.6
HMST 254.7-01.1,123.87487,-36.97592,5,4,B,DCld 254.7-01.1
HMST 255.1-09.2,115.19731,-41.44928,2,1,A,DCld 255.1-09.2
HMST 255.1-08.8,115.66626,-41.26634,2,1,B,DCld 255.1-08.8
HMST 255.3-14.4,109.00345,-43.96144,26,4,B,DCld 255.3-14.4
HMST 255.3-04.9,120.25438,-39.56769,14,7,B,DCld 255.3-04.9
HMST 255.4-03.9,121.35955,-39.14897,6,2,A,DCld 255.4-03.9
HMST 255.5-04.8,120.46661,-39.66692,8,2,B,DCld 255.5-04.8
HMST 255.6-02.9,122.53989,-38.72384,5,3,A,DCld 255.6-02.9
HMST 255.8-09.2,115.62642,-42.08618,4,1,A,DCld 255.8-09.2
HMST 255.9-09.1,115.77222,-42.12515,2,1,A,DCld 255.9-09.1
HMST 255.9-02.6,123.09448,-38.83444,2,2,A,DCld 255.9-02.6
HMST 255.9-02.6,123.16965,-38.83308,65,22,B,DCld 255.9-02.6
HMST 256.1-02.1,123.78029,-38.68389,6,1,A,DCld 256.1-02.1
HMST 256.1-09.3,115.70299,-42.42986,2,1.5,A,DCld 256.1-09.3
HMST 256.1-09.2,115.79926,-42.39861,12,12,B,DCld 256.1-09.2
HMST 256.1-09.1,115.89553,-42.36736,2,1.5,A,DCld 256.1-09.1
HMST 256.2-14.1,109.86589,-44.58707,28,7,B,DCld 256.2-14.1
HMST 256.4-10.0,115.01381,-42.98684,22,12,B,DCld 256.4-10.0
HMST 256.9-10.4,114.88351,-43.59461,5,4,B,DCld 256.9-10.4
HMST 256.9-05.4,120.8107,-41.16505,16,8,B,DCld 256.9-05.4
HMST 256.9+02.6,129.32623,-36.63222,6,2,A,DCld 256.9+02.6
HMST 257.2-10.3,115.2156,-43.81941,4,1,A,DCld 257.2-10.3
HMST 257.3-02.5,124.29421,-39.88265,7,2,A,DCld 257.3-02.5
HMST 258.1-01.9,125.44892,-40.19726,8,8,A,DCld 258.1-01.9
HMST 258.6+00.3,128.17732,-39.41789,3,3,A,DCld 258.6+00.3
HMST 258.6-03.4,124.20318,-41.54897,22,16,C,DCld 258.6-03.4
HMST 258.7-02.8,124.89474,-41.21341,45,12,C,DCld 258.7-02.8
HMST 258.9-04.1,123.64794,-42.08674,4,2,A,DCld 258.9-04.1
HMST 259.0-13.2,112.63857,-46.72801,8,2,B,DCld 259.0-13.2
HMST 259.0+00.8,129.05899,-39.36791,120,65,B,DCld 259.0+00.8
HMST 259.0+03.6,131.81756,-37.71312,12,4,B,DCld 259.0+03.6
HMST 259.1-04.0,123.96439,-42.22135,12,2,A,DCld 259.1-04.0
HMST 259.1-04.0,123.96439,-42.22135,45,22,B,DCld 259.1-04.0
HMST 259.1-03.8,124.15719,-42.13213,3,2,A,DCld 259.1-03.8
HMST 259.2+00.3,128.63381,-39.88297,8,3,B,DCld 259.2+00.3
HMST 259.2-13.2,112.74075,-46.95681,14,2,A,DCld 259.2-13.2
HMST 259.3+00.9,129.29576,-39.57881,14,5,B,DCld 259.3+00.9
HMST 259.4-12.7,113.5387,-46.90538,22,7,B,DCld 259.4-12.7
HMST 259.5-16.4,108.55084,-48.48612,40,12,A,DCld 259.5-16.4
HMST 259.9-04.4,124.0703,-43.1418,3,2,B,DCld 259.9-04.4
HMST 259.9-00.0,128.88367,-40.64226,12,7,A,DCld 259.9-00.0
HMST 260.0-03.8,124.81559,-42.91312,5,2,A,DCld 260.0-03.8
HMST 260.1+01.6,130.68989,-39.75901,12,12,B,DCld 260.1+01.6
HMST 260.2+00.7,129.87945,-40.41267,22,12,A,DCld 260.2+00.7
HMST 260.4+00.4,129.66019,-40.72352,22,22,A,DCld 260.4+00.4
HMST 260.4-08.0,120.19202,-45.45086,6,3,B,DCld 260.4-08.0
HMST 260.4+02.2,131.5595,-39.65387,16,12,C,DCld 260.4+02.2
HMST 260.5-05.2,123.64519,-44.09843,3,1.5,A,DCld 260.5-05.2
HMST 260.6+00.8,130.28315,-40.65251,16,12,A,DCld 260.6+00.8
HMST 260.6-03.7,125.4477,-43.29897,22,12,A,DCld 260.6-03.7
HMST 260.6-12.7,114.34289,-47.94231,8,1.5,C,DCld 260.6-12.7
HMST 260.7-12.4,114.7861,-47.88593,7,2,B,DCld 260.7-12.4
HMST 260.8+00.2,129.82035,-41.1458,28,22,B,DCld 260.8+00.2
HMST 261.3+00.2,130.25609,-41.59409,14,6,B,DCld 261.3+00.2
HMST 261.5+00.9,131.17715,-41.31582,50,45,B,DCld 261.5+00.9
HMST 261.6+03.0,133.37446,-40.06206,12,12,C,DCld 261.6+03.0
HMST 261.7-04.4,125.50062,-44.5742,22,5,B,DCld 261.7-04.4
HMST 261.7-12.5,115.3746,-48.76021,16,12,B,DCld 261.7-12.5
HMST 262.2+00.4,131.13399,-42.15901,28,16,C,DCld 262.2+00.4
HMST 262.2-12.3,115.85957,-49.12568,35,35,B,DCld 262.2-12.3
HMST 262.2+01.4,132.26219,-41.5281,16,12,B,DCld 262.2+01.4
HMST 262.4+02.2,133.26714,-41.20503,6,2,B,DCld 262.4+02.2
HMST 262.5-13.4,114.66586,-49.84544,12,2,A,DCld 262.5-13.4
HMST 262.5-00.4,130.57333,-42.87862,22,14,B,DCld 262.5-00.4
HMST 262.5+02.1,133.22855,-41.36156,6,4,B,DCld 262.5+02.1
HMST 262.9-15.5,111.90425,-51.07481,16,2,A,DCld 262.9-15.5
HMST 262.9-14.7,113.08968,-50.76013,14,2,A,DCld 262.9-14.7
HMST 262.9+02.0,133.4477,-41.73067,12,5,B,DCld 262.9+02.0
HMST 263.0+01.8,133.31306,-41.87353,2,1,A,DCld 263.0+01.8
HMST 263.0+01.2,132.70871,-42.26972,35,3,A,DCld 263.0+01.2
HMST 263.0-12.0,116.85218,-49.68335,16,12,B,DCld 263.0-12.0
HMST 263.1+01.8,133.35433,-41.95534,4,2,A,DCld 263.1+01.8
HMST 263.1+01.9,133.50054,-41.96419,6,4,A,DCld 263.1+01.9
HMST 263.2+01.6,133.28162,-42.21342,100,16,B,DCld 263.2+01.6
HMST 263.4+02.0,133.96785,-42.08417,26,5,B,DCld 263.4+02.0
HMST 263.5+01.5,133.45566,-42.44404,6,1,B,DCld 263.5+01.5
HMST 263.7-00.0,130.99842,-44.23854,22,12,B,DCld 263.7-00.0
HMST 263.9-03.5,128.30696,-45.88014,50,16,B,DCld 263.9-03.5
HMST 264.0-11.6,118.22428,-50.31428,22,16,A,DCld 264.0-11.6
HMST 264.3+02.9,135.54719,-42.16797,12,5,C,DCld 264.3+02.9
HMST 264.3+01.5,134.12843,-43.10642,90,65,A,DCld 264.3+01.5
HMST 264.4+05.7,138.45849,-40.36096,3,1,A,DCld 264.4+05.7
HMST 264.5+05.7,138.45849,-40.36096,16,5,B,DCld 264.5+05.7
HMST 264.5+05.6,138.35326,-40.49229,5,1,A,DCld 264.5+05.6
HMST 264.5-11.3,118.91874,-50.63058,16,5,B,DCld 264.5-11.3
HMST 264.5+05.0,137.87429,-40.93407,9,2,A,DCld 264.5+05.0
HMST 265.2-00.6,132.62649,-45.11779,12,5,B,DCld 265.2-00.6
HMST 265.3-00.0,133.42721,-44.80064,4,2,A,DCld 265.3-00.0
HMST 265.3+05.3,138.88414,-41.22568,3,1.5,A,DCld 265.3+05.3
HMST 265.3+00.6,134.1234,-44.47808,12,8,A,DCld 265.3+00.6
HMST 265.4+00.2,133.76598,-44.7785,8,8,A,DCld 265.4+00.2
HMST 265.4+05.4,139.03829,-41.31617,4,1,A,DCld 265.4+05.4
HMST 265.5-00.0,121.55427,-50.77499,12,12,B,DCld 265.5-00.0
HMST 265.7-07.7,124.66621,-49.73097,3,3,A,DCld 265.7-07.7
HMST 265.8-07.3,125.36141,-49.59874,7,3,A,DCld 265.8-07.3
HMST 265.8-07.4,125.28956,-49.68179,85,22,B,DCld 265.8-07.4
HMST 266.0-07.5,125.25459,-49.84165,8,4,A,DCld 266.0-07.5
HMST 266.0-04.3,138.52978,-42.50121,12,1.5,A,DCld 266.0-04.3
HMST 266.0-04.3,129.22558,-48.05866,3,3,A,DCld 266.0-04.3
HMST 266.1+01.1,135.40527,-44.71418,40,16,A,DCld 266.1+01.1
HMST 266.1-07.7,125.1393,-50.09287,3,2,A,DCld 266.1-07.7
HMST 266.3-00.7,133.68597,-46.0299,12,8,A,DCld 266.3-00.7
HMST 266.4-00.1,134.4367,-45.71086,220,90,B,DCld 266.4-00.1
HMST 266.6+05.0,139.7968,-42.45359,35,22,B,DCld 266.6+05.0
HMST 266.9+00.6,135.4993,-45.63285,12,3,B,DCld 266.9+00.6
HMST 267.1-00.7,134.39204,-46.67905,5,3,A,DCld 267.1-00.7
HMST 267.2-07.2,126.6431,-50.66547,2,2,A,DCld 267.2-07.2
HMST 267.2-00.0,134.15652,-46.8599,4,2,A,DCld 267.2-00.0
HMST 267.4-00.9,134.36477,-46.97229,5,3,A,DCld 267.4-00.9
HMST 267.4-07.5,126.43459,-51.03466,3,4,A,DCld 267.4-07.5
HMST 267.4-01.2,134.04086,-47.22616,40,12,B,DCld 267.4-01.2
HMST 267.5-07.4,126.66465,-51.02723,2,2,A,DCld 267.5-07.4
HMST 267.6-06.4,128.00326,-50.54739,2,2,A,DCld 267.6-06.4
HMST 267.6-06.0,128.53662,-50.30609,12,2,A,DCld 267.6-06.0
HMST 267.6+04.3,140.00319,-43.61758,50,22,B,DCld 267.6+04.3
HMST 267.6-07.4,126.75978,-51.1326,28,22,B,DCld 267.6-07.4
HMST 267.7-07.4,126.8806,-51.17807,4,5,A,DCld 267.7-07.4
HMST 267.9+00.6,136.50604,-46.3796,28,35,A,DCld 267.9+00.6
HMST 267.9+03.6,139.69786,-44.31996,4,2,A,DCld 267.9+03.6
HMST 267.9-07.8,126.54964,-51.65512,3,1.5,A,DCld 267.9-07.8
HMST 268.0+01.8,137.94967,-45.64937,45,16,B,DCld 268.0+01.8
HMST 268.1-09.5,124.30112,-52.7229,2,2,A,DCld 268.1-09.5
HMST 268.2-09.7,124.14853,-52.90896,2,2,A,DCld 268.2-09.7
HMST 268.2-08.9,125.33707,-52.44037,4,2,A,DCld 268.2-08.9
HMST 268.2-09.5,124.4757,-52.81861,16,3,B,DCld 268.2-09.5
HMST 268.2-02.7,133.22991,-48.76999,12,12,B,DCld 268.2-02.7
HMST 268.3-03.2,132.64575,-49.10792,35,12,B,DCld 268.3-03.2
HMST 268.3-01.9,134.18326,-48.28001,28,28,C,DCld 268.3-01.9
HMST 268.4-01.2,135.09796,-47.90484,6,6,A,DCld 268.4-01.2
HMST 268.9+00.3,137.23543,-47.32204,55,22,B,DCld 268.9+00.3
HMST 268.9-01.2,135.58382,-48.36317,12,5,B,DCld 268.9-01.2
HMST 269.1-01.3,135.68253,-48.58018,8,5,C,DCld 269.1-01.3
HMST 269.3+02.2,139.66011,-46.3032,12,3,B,DCld 269.3+02.2
HMST 269.4+03.0,140.5793,-45.8144,14,4,A,DCld 269.4+03.0
HMST 269.5-07.6,128.26562,-52.76344,45,16,C,DCld 269.5-07.6
HMST 269.5-04.0,141.57871,-45.18412,8,4,A,DCld 269.5-04.0
HMST 269.7-03.9,133.15941,-50.66811,2.5,0.5,A,DCld 269.7-03.9
HMST 269.9-11.1,123.68456,-55.03714,28,5,B,DCld 269.9-11.1
HMST 269.9+01.8,139.78943,-46.98195,7,3,A,DCld 269.9+01.8
HMST 270.1+04.2,142.38028,-45.4332,22,4,B,DCld 270.1+04.2
HMST 270.2-01.0,137.12529,-49.1867,22,22,B,DCld 270.2-01.0
HMST 270.3+02.9,141.36107,-46.54014,80,45,B,DCld 270.3+02.9
HMST 270.6-04.7,133.14856,-51.86476,3,1,A,DCld 270.6-04.7
HMST 270.7+00.5,139.30632,-48.46544,130,130,B,DCld 270.7+00.5
HMST 270.8-08.5,128.36504,-54.40052,80,28,B,DCld 270.8-08.5
HMST 270.9-01.6,137.23951,-50.08876,7,3,B,DCld 270.9-01.6
HMST 271.4+04.8,144.4319,-45.82916,75,22,A,DCld 271.4+04.8
HMST 271.6+01.7,141.52963,-48.25067,3,2,A,DCld 271.6+01.7
HMST 271.6+01.6,141.43659,-48.39372,4,2,A,DCld 271.6+01.6
HMST 271.7+01.8,141.80978,-48.27985,3,2,A,DCld 271.7+01.8
HMST 271.8-01.3,138.43718,-50.50601,4,3,B,DCld 271.8-01.3
HMST 271.9+01.7,141.85475,-48.43665,45,22,B,DCld 271.9+01.7
HMST 272.0+01.7,141.89164,-48.54843,8,2,A,DCld 272.0+01.7
HMST 272.0-00.2,139.9861,-49.90926,8,5,A,DCld 272.0-00.2
HMST 272.1+01.8,142.08828,-48.55402,3,2,A,DCld 272.1+01.8
HMST 272.1-03.4,136.36403,-52.16254,5,2,B,DCld 272.1-03.4
HMST 272.1-15.6,118.44285,-59.20713,12,12,C,DCld 272.1-15.6
HMST 272.2+01.9,142.28086,-48.54293,8,2,A,DCld 272.2+01.9
HMST 272.5+02.0,142.76146,-48.63936,4,2,A,DCld 272.5+02.0
HMST 272.5-03.9,136.1236,-52.82674,22,12,B,DCld 272.5-03.9
HMST 273.0+03.7,145.08181,-47.69601,35,16,C,DCld 273.0+03.7
HMST 273.2+02.4,144.01531,-48.89301,6,4,A,DCld 273.2+02.4
HMST 273.3+02.5,144.18291,-48.86515,4,3,A,DCld 273.3+02.5
HMST 273.3+03.1,144.78845,-48.42686,6,4,B,DCld 273.3+03.1
HMST 273.4-02.1,139.25993,-52.25534,4,3,B,DCld 273.4-02.1
HMST 273.4+02.8,144.61914,-48.72139,20,2,A,DCld 273.4+02.8
HMST 273.6+03.0,145.08794,-48.71771,3,3,B,DCld 273.6+03.0
HMST 273.7-00.2,141.7394,-51.07634,22,5,B,DCld 273.7-00.2
HMST 273.8+03.2,145.41885,-48.67862,7,1,A,DCld 273.8+03.2
HMST 273.8+03.0,145.27149,-48.81322,3,3,B,DCld 273.8+03.0
HMST 273.8+02.7,144.95603,-49.05067,16,5,B,DCld 273.8+02.7
HMST 273.9-01.6,140.45777,-52.1991,3,2,B,DCld 273.9-01.6
HMST 274.0+00.1,142.48899,-51.04691,22,12,B,DCld 274.0+00.1
HMST 274.1+03.9,146.46758,-48.30315,1.5,1,A,DCld 274.1+03.9
HMST 274.1+02.7,145.2982,-49.21496,8,3,A,DCld 274.1+02.7
HMST 274.2-00.4,142.19581,-51.61105,5,3,A,DCld 274.2-00.4
HMST 274.3+03.4,146.25488,-48.85592,4,2,A,DCld 274.3+03.4
HMST 274.4-15.8,120.06131,-61.20072,12,2,C,DCld 274.4-15.8
HMST 274.7+03.7,146.98752,-48.83955,12,3,B,DCld 274.7+03.7
HMST 274.7-01.5,141.47509,-52.72389,12,12,C,DCld 274.7-01.5
HMST 274.7+00.0,143.27164,-51.64089,45,28,B,DCld 274.7+00.0
HMST 274.9+00.0,144.51523,-51.06779,5,4,B,DCld 274.9+00.0
HMST 275.3-00.4,143.41722,-52.31465,16,8,C,DCld 275.3-00.4
HMST 275.3+00.8,144.72163,-51.47837,4,2,A,DCld 275.3+00.8
HMST 275.3+02.1,146.11015,-50.51387,5,4,B,DCld 275.3+02.1
HMST 275.4+00.0,143.98438,-52.07629,8,2,B,DCld 275.4+00.0
HMST 275.5+02.1,146.36051,-50.64289,4,2,A,DCld 275.5+02.1
HMST 275.7+02.0,146.52286,-50.78499,12,7,B,DCld 275.7+02.0
HMST 275.7+00.3,144.74644,-52.09178,12,6,B,DCld 275.7+00.3
HMST 275.7+04.5,149.02604,-48.87316,12,5,B,DCld 275.7+04.5
HMST 275.9+01.9,146.63825,-51.0603,12,6,A,DCld 275.9+01.9
HMST 276.2-10.6,131.05807,-59.90072,4,3,A,DCld 276.2-10.6
HMST 276.3-00.6,144.57486,-53.16798,22,12,C,DCld 276.3-00.6
HMST 276.4+00.0,146.33798,-52.08117,28,16,C,DCld 276.4+00.0
HMST 276.5+01.9,147.36888,-51.38892,6,2,B,DCld 276.5+01.9
HMST 276.6-14.5,124.87909,-62.42383,7,5,C,DCld 276.6-14.5
HMST 276.8-10.4,132.07203,-60.18942,4,3,C,DCld 276.8-10.4
HMST 276.9+01.7,147.68899,-51.73976,16,3,B,DCld 276.9+01.7
HMST 277.0-02.4,143.30771,-54.91937,22,12,C,DCld 277.0-02.4
HMST 277.7-02.5,144.11159,-55.46336,5,3,B,DCld 277.7-02.5
HMST 278.1+00.9,148.34537,-53.1298,55,35,C,DCld 278.1+00.9
HMST 278.2-02.1,145.15887,-55.50631,28,5,C,DCld 278.2-02.1
HMST 278.5-04.9,142.14424,-57.80098,4,3,C,DCld 278.5-04.9
HMST 278.6+02.9,151.00151,-51.85967,35,12,C,DCld 278.6+02.9
HMST 278.6-00.9,147.10394,-54.94159,35,5,B,DCld 278.6-00.9
HMST 279.0-16.1,124.46584,-65.2023,16,12,C,DCld 279.0-16.1
HMST 279.1-00.6,148.01727,-54.98064,12,12,B,DCld 279.1-00.6
HMST 279.2-02.4,146.17347,-56.42911,16,3,B,DCld 279.2-02.4
HMST 279.5+01.1,150.4392,-53.90501,16,8,C,DCld 279.5+01.1
HMST 279.9-07.0,141.25146,-60.33667,3,3,C,DCld 279.9-07.0
HMST 280.0-07.7,140.39369,-60.83071,16,3,C,DCld 280.0-07.7
HMST 280.0-00.0,149.96964,-55.09055,5,5,C,DCld 280.0-00.0
HMST 280.4+01.9,152.48962,-53.74812,55,16,C,DCld 280.4+01.9
HMST 280.5-02.1,148.38617,-57.02161,22,6,C,DCld 280.5-02.1
HMST 281.7-04.4,147.38571,-59.49405,12,8,C,DCld 281.7-04.4
HMST 282.4+00.5,153.94176,-56.028,270,110,C,DCld 282.4+00.5
HMST 282.7-02.5,151.19475,-58.67185,3,2,B,DCld 282.7-02.5
HMST 282.8-03.2,150.55604,-59.24535,22,7,C,DCld 282.8-03.2
HMST 283.8-03.4,151.8749,-60.04678,3,2,B,DCld 283.8-03.4
HMST 284.1-03.1,152.78188,-60.01717,3,2,B,DCld 284.1-03.1
HMST 284.4-20.4,120.44692,-71.80296,8,6,C,DCld 284.4-20.4
HMST 284.4-02.5,153.96849,-59.68976,35,22,B,DCld 284.4-02.5
HMST 284.5-00.8,155.82181,-58.31026,40,5,C,DCld 284.5-00.8
HMST 284.7-03.1,153.80776,-60.31776,6,2,B,DCld 284.7-03.1
HMST 284.8-01.6,155.58099,-59.08811,28,16,C,DCld 284.8-01.6
HMST 284.9-20.8,120.14743,-72.40343,55,7,C,DCld 284.9-20.8
HMST 285.0+00.9,158.35596,-57.0984,22,7,C,DCld 285.0+00.9
HMST 285.3+00.3,158.29754,-57.71997,16,12,B,DCld 285.3+00.3
HMST 285.3-01.6,156.36344,-59.41967,3,2,A,DCld 285.3-01.6
HMST 285.3-00.4,157.65552,-58.35046,28,3,B,DCld 285.3-00.4
HMST 285.4+01.1,159.10277,-57.10473,5,3,B,DCld 285.4+01.1
HMST 285.6+05.4,162.97989,-53.36423,8,4,B,DCld 285.6+05.4
HMST 285.7-00.6,157.97204,-58.71438,28,16,B,DCld 285.7-00.6
HMST 285.7+04.2,162.15303,-54.53968,6,3,B,DCld 285.7+04.2
HMST 285.8-01.6,157.27722,-59.61143,16,12,C,DCld 285.8-01.6
HMST 285.9+04.5,162.84594,-54.31904,22,12,B,DCld 285.9+04.5
HMST 286.0+01.0,160.06589,-57.44638,16,4,C,DCld 286.0+01.0
HMST 286.0+05.1,163.43082,-53.83654,12,4,B,DCld 286.0+05.1
HMST 286.2+05.5,163.98131,-53.53063,7,4,B,DCld 286.2+05.5
HMST 286.2+00.4,159.81841,-58.13263,35,8,B,DCld 286.2+00.4
HMST 286.2-00.7,158.78381,-59.10085,12,8,B,DCld 286.2-00.7
HMST 286.2-01.3,158.23859,-59.62488,4,4,B,DCld 286.2-01.3
HMST 286.3+03.3,162.41259,-55.56507,16,5,B,DCld 286.3+03.3
HMST 286.4-00.4,159.34746,-58.9335,16,7,B,DCld 286.4-00.4
HMST 286.5-03.1,156.8362,-61.2306,12,12,B,DCld 286.5-03.1
HMST 286.5+00.4,160.25413,-58.2667,14,7,B,DCld 286.5+00.4
HMST 286.5+00.7,160.58721,-58.01224,22,5,B,DCld 286.5+00.7
HMST 286.8-03.0,157.48182,-61.38683,28,2,B,DCld 286.8-03.0
HMST 286.9-03.7,156.87601,-61.98402,12,2,B,DCld 286.9-03.7
HMST 287.0+02.9,163.21075,-56.24124,16,8,B,DCld 287.0+02.9
HMST 287.1-02.7,158.22221,-61.25819,16,5,B,DCld 287.1-02.7
HMST 287.1-01.5,159.55314,-60.19553,3,2,A,DCld 287.1-01.5
HMST 287.1+00.5,161.48714,-58.45368,16,3,B,DCld 287.1+00.5
HMST 287.1+02.4,163.095,-56.76607,6,5,B,DCld 287.1+02.4
HMST 287.2+01.2,162.15775,-57.87304,12,8,C,DCld 287.2+01.2
HMST 287.2+00.1,161.33805,-58.82845,22,12,B,DCld 287.2+00.1
HMST 287.3-02.4,159.00039,-61.12625,5,2,B,DCld 287.3-02.4
HMST 287.3-03.3,158.11637,-61.883,3,4,B,DCld 287.3-03.3
HMST 287.4+00.6,162.08698,-58.53793,12,3,B,DCld 287.4+00.6
HMST 287.6+08.0,167.7684,-51.83185,16,8,B,DCld 287.6+08.0
HMST 287.7-01.2,160.84214,-60.251,5,3,A,DCld 287.7-01.2
HMST 287.7+04.1,165.40397,-55.47082,6,3,C,DCld 287.7+04.1
HMST 287.8+02.0,163.87641,-57.47383,12,4,B,DCld 287.8+02.0
HMST 287.9+02.3,164.33076,-57.24278,14,4,B,DCld 287.9+02.3
HMST 288.0+02.0,164.32122,-57.49277,16,5,B,DCld 288.0+02.0
HMST 288.1+00.9,163.42202,-58.53654,12,3,B,DCld 288.1+00.9
HMST 288.2-00.2,162.72386,-59.52555,14,5,B,DCld 288.2-00.2
HMST 288.3+01.2,163.99372,-58.39066,3,3,B,DCld 288.3+01.2
HMST 288.3+07.3,168.3317,-52.79743,12,5,B,DCld 288.3+07.3
HMST 288.3+01.1,163.92188,-58.48557,7,2,B,DCld 288.3+01.1
HMST 288.6-00.1,163.51659,-59.70501,16,4,A,DCld 288.6-00.1
HMST 288.7+00.3,164.00577,-59.32735,4,4,B,DCld 288.7+00.3
HMST 288.7+00.5,164.19144,-59.15093,12,3,B,DCld 288.7+00.5
HMST 288.8+01.0,164.76872,-58.74503,22,12,B,DCld 288.8+01.0
HMST 288.8+02.5,165.99219,-57.38821,14,3,C,DCld 288.8+02.5
HMST 288.9+01.6,165.43856,-58.25421,3,2,B,DCld 288.9+01.6
HMST 289.0-03.8,160.63205,-63.16235,6,3,B,DCld 289.0-03.8
HMST 289.0+01.3,165.34485,-58.55076,12,12,B,DCld 289.0+01.3
HMST 289.0-05.8,158.59416,-64.85389,22,5,A,DCld 289.0-05.8
HMST 289.1+01.6,165.84525,-58.3797,7,5,B,DCld 289.1+01.6
HMST 289.2+01.8,166.18197,-58.18344,5,1,A,DCld 289.2+01.8
HMST 289.3-02.8,162.24795,-62.38486,3,3,A,DCld 289.3-02.8
HMST 289.4+00.1,165.1626,-59.7822,16,7,B,DCld 289.4+00.1
HMST 289.8-03.2,162.85749,-62.99243,12,3,B,DCld 289.8-03.2
HMST 290.4+01.9,168.35103,-58.60247,28,12,B,DCld 290.4+01.9
HMST 290.5+01.7,168.28726,-58.81241,4,1,B,DCld 290.5+01.7
HMST 290.7+01.1,168.20519,-59.40732,22,16,B,DCld 290.7+01.1
HMST 290.9-02.1,166.15697,-62.48342,12,12,B,DCld 290.9-02.1
HMST 291.0-03.5,164.98037,-63.73865,22,3,A,DCld 291.0-03.5
HMST 291.0+02.1,169.56877,-58.60863,8,5,C,DCld 291.0+02.1
HMST 291.1-01.7,166.78124,-62.09748,6,3,A,DCld 291.1-01.7
HMST 291.1+01.7,169.36185,-58.94844,7,2,B,DCld 291.1+01.7
