N,id,alpha,delta,magU,magB,magV,magR,magI,Spectral_type,diameter,minAxis,posAngle,axisRatio,Notes,Common name,Other name
612,PN PC 21,281.396729,-20.582867,,,,,,,0.223333329,0.223333329,0,1,,,
613,PN SB 20,282.3512,-19.8711,,,,,,O(H)3-4,0.32,0.28,0,1.14285714285714,,,
614,PN M 1-20,262.24006875636,-19.26500936646,,,,,,,0.026666667,0.026666667,0,1,,,
615,PN M 1-22,263.792662,-18.572336,,,,,,,0.1,0.1,90,1,,,
616,PTB 7,263.6258,-19.0169,,,,,,,0.37,0.22,0,1.68181818181818,,,
617,PN SaSt 2-15,264.73904738498,-18.29327444909,,13.93,13.66,13.82,,,0.016666668,0.016666668,0,1,,,
618,PN Th 4-2,266.540887,-18.658581,,,,,,,0.316666663,0.316666663,0,1,,,
619,PN Th 4-5,267.618237,-19.052781,,,,,,,0.117,0.117,90,1,,,
620,PN G010.2+02.7,269.560062,-18.690597,,,,,,,0.13,0.13,0,1,,,
621,PN M 2-17,268.0204,-17.601453,,,,,,,0.133,0.133,90,1,,,
622,PTB 13,267.7863,-19.4297,,,,,,,0.17,0.17,0,1,,,
623,PN Th 4-11,270.03661444616,-17.6787040208,,,,,,,0.083333336,0.083333336,0,1,,,
624,NGC 6567,273.43818193473,-19.07613101032,,,10.9,,,[WC5/6],0.12884083,0.12506567,-35,1.03018542178681,,,
625,PN M 1-45,275.78326342221,-19.28481204848,,,,,,,0.166666672,0.166666672,0,1,,,
626,PN A66 44,277.546842,-16.757311,,,,,,,1.11667,0.783333,47,1.42553677682416,updated diam and minaxis from HASH 8/31/2026,,
627,PN M 1-50,278.337,-18.27697,,,,,,,0.093,0.093,90,1,,,
628,PN V-V 3-4,277.642030018292,-19.2460172586692,,,,,16.565,,0.02,0.02,90,1,,,
629,PN M 1-48,277.37523075823,-19.09554269745,,,,,,,0.08,0.08,90,1,,,
630,PN M 1-54,279.034821,-16.999172,,,,,,,0.217,0.217,90,1,,,
631,PN M 1-53,278.951112,-17.602419,,,,,,O3If,0.1,0.1,90,1,,,
632,PN M 1-56,279.44279,-17.09633,,,,,,,0.023333333,0.023333333,0,1,,,
633,PN V-V 3,279.29629,-19.03942,,,,,,,0.016666668,0.016666668,0,1,,,
634,PN SB 19,279.9175,-19.2356,,,,,,,0.14,0.14,0,1,,,
635,PN SB 21,282.045683,-18.493889,,,,,,,0.37,0.27,0,1.37037037037037,,,
636,PN G017.5-09.2,284.31889880635,-17.84692065362,,17.25,,18.06,,,0.26,0.14,0,1.85714285714286,,,
637,PN A66 51,285.25580079712,-18.20425601534,,15.3,15.42,,,O(H)3-5Vz,1.117,1.117,90,1,,,
638,PN A66 41,262.25844119046,-15.2179116986,,16.06,15.95,,,sdO,0.307,0.307,90,1,,,
639,PN M 2-15,266.726871,-16.290222,,,,,,,0.097,0.097,90,1,,,
640,PN Sa 2-230,265.508362,-15.935406,,,,,,,0.166666672,0.166666672,0,1,,,
641,NGC 6439,267.082583,-16.479006,,,12.2,,,,0.083,0.083,90,1,,,
642,PTB 16,266.2812,-14.8897,,,,,,,0.38,0.3,0,1.26666666666667,,,
643,PN M 1-33,269.745055,-15.5374428,,,,14.566,,,0.071453,0.071007,3,1.00628107088034,,,
644,PN Sa 3-96,268.937721,-15.061895,,,,,,O-rich,0.35,0.23,0,1.52173913043478,,,
645,PN M 1-32,269.08379,-16.48461,,18.3,17,,,[WC4/5],0.127,0.127,90,1,,,
646,PTB 17,269.2937,-15.9381,,,,,,,0.48,0.42,0,1.14285714285714,,,
647,LBN 56,272.5567,-16.7969,,,,,,,2.07,1.97,0,1.0507614213198,,,
648,IRAS 17597-1442,270.659449125087,-14.7010995535167,,,,,,[WC8],0.32,0.32,0,1,,,
649,PN M 1-46,276.98465643094,-15.54845389924,,,12.83,,,O(H)7I(fc),0.19410333,0.19307834,77,1.00530867418893,,,
650,PN G016.8-01.7,276.9617,-15.0733,,,,,,,0.13,0.13,0,1,,,
651,PTB 23,277.9608,-14.2578,,,,,,,1,0.9,0,1.11111111111111,,,
652,PN M 1-52,278.49375,-14.87406,,,,,,,0.133,0.133,90,1,,,
653,PN M 3-30,280.312242,-15.562106,,,17.9,,,[WC2/3],0.287,0.287,90,1,,,
654,PN M 1-61,281.47967,-14.46053,,,,,,,0.030303,0.03020867,-26,1.00312261347487,,,
655,NGC 6818,295.9907103,-14.1537137,,,9.3,,,,0.4436667,0.4436667,-87,1,,,
656,NGC 6309,258.51794775015,-12.91052590885,,11.6,,,,O(He),0.427,0.299,150,1.42809364548495,,,
657,PN M 2-13,262.142468209933,-13.4390952475535,,,,,,,0.027,0.027,90,1,,,
658,PTB 18,265.7417,-12.9464,,,,,,,0.6,0.6,0,1,,,
659,PN K 2-5,268.609079,-12.809986,,,,,,,0.41,0.41,90,1,,,
660,PN M 1-39,271.878,-13.48017,,,,,,,0.06820517,0.06689683,66,1.01955757843832,,,
661,PN M 3-54,278.265604,-13.738875,,,,,,,0.093,0.093,90,1,,,
662,PN G018.2-00.9,276.8737,-13.4717,,,,,,,0.2,0.2,0,1,,,
663,PN G019.2-01.6,277.9708,-12.9372,,,,,,,0.18,0.18,0,1,,,
664,PTB 25,278.0192,-13.4369,,,,,,,0.68,0.62,0,1.09677419354839,,,
665,PN M 4-10,278.55771,-13.20686,,,,,,,0.03333334,0.01856683,1,1.7953167018818,,,
666,PN VV 201,280.737531471514,-11.1148050701089,,,,,,,0.107,0.107,90,1,,,
667,PN M 1-60,280.90872081192,-13.74702239854,,,,,,[WC4],0.1,0.03525417,2,2.83654387551884,,,
668,PN G021.0-04.1,281.0329,-12.4483,,,,,,WC4,0.25,0.23,0,1.08695652173913,,,
669,PN M 1-63,282.879008,-13.176828,,15.5,14.09,16.04,15.38,,0.07,0.07,90,1,,,
670,PN Sa 1-8,282.68476220114,-13.51732371778,,12,,,,O(H)4-8III,0.093,0.093,90,1,,,
671,EM* AS 350,289.58145,-11.104506,,14,,,,[WR],0.13,0.13,90,1,,,
672,PHR J1911-1049,287.7783,-10.8214,,,,,,,0.5,0.45,0,1.11111111111111,,,
673,PN A66 60,289.8241277993,-12.24336906519,,,,,,,1.233,1.233,90,1,,,
674,PN M 2-9,256.408173,-10.142363,,,,,,,0.767,0.767,90,1,,,
675,DHW 1-2,256.72931295781,-9.78307872316,,,,,,,0.49,0.39,27,1.25641025641026,,,
676,PTB 22,269.0892,-10.9594,,,,,,,0.59,0.56,0,1.05357142857143,,,
677,PN G018.9+04.1,272.61033,-10.48419,,,,,,,0.2,0.2,90,1,,,
678,PTB 24,271.3675,-10.3453,,,,,,,0.22,0.22,0,1,,,
679,PN M 4-8,273.04002340254,-10.71620988639,,,,,,,0.023333333,0.023333333,0,1,,,
680,PN M 3-25,273.820724,-10.169267,,,,,,,0.023333333,0.023333333,0,1,,,
681,PN G022.5+01.0,277.146842,-8.723006,,,,,,,0.437,0.437,0,1,,,
682,PN M 3-55,278.311554,-10.255403,,,,,,,0.467,0.467,0,1,,,
683,IRAS 18231-1047,276.49204,-10.75798,,,,,,,1.033,1.033,0,1,,,
684,PN M 3-28,278.172033,-10.097231,,15.6,,,,,0.15,0.15,90,1,,,
685,PN M 1-51,278.37104,-11.12403,,,,,,[WC4/6],0.25,0.25,90,1,,,
686,IRAS 18326-0840,278.843242,-8.640458,,,,,,,0.03,0.03,90,1,,,
687,PN M 1-59,280.83413,-9.0802853,,,,13.885,13.7,,0.08606833,0.08569866,-75,1.0043136030365,,,
688,PN M 1-57,280.08440068333,-10.6631158171,,,,,,,0.14,0.14,90,1,,,
689,PN K 3-11,280.280462,-8.933047,,,,,,,0.05,0.05,90,1,,,
690,IRAS 18347-0825,279.371204,-8.379736,,,,,,,0.427,0.427,0,1,,,
691,PN M 2-46,281.644238839317,-8.4672194343778,,,,,15.183,,0.073,0.073,90,1,,,
692,IC 1295,283.65478433595,-8.82706110929,,,,,,DAO.56,1.803,1.803,90,1,,,
693,PN Pe 1-17,281.953329,-9.151925,,,,,,,0.117,0.117,90,1,,,
694,PN M 4-11,283.573629,-10.087358,,,,,,,0.349999994,0.349999994,0,1,,,
695,IC 4846,289.1176110404,-9.04352143072,,,,,,,0.0524635,0.05205967,1,1.00775706031175,,,
696,PN A66 70,307.88836479172,-7.08834303071,,,,,16.847,D+G8IV/VeBa,0.7,0.7,90,1,,,
697,PN M 2-40,275.34940797476,-6.03215745102,,,15.8,,,,0.167,0.157,160,1.06369426751592,,,
698,PN Pe 1-14,280.533513,-6.682031,,17,,14,,,0.333,0.333,0,1,,,
699,PN Pe 2-15,281.364758,-6.949286,,,,,,,0.043,0.043,90,1,,,
700,PN K 4-5,281.402729,-6.311133,,,,,,,0.333333343,0.333333343,0,1,,,
701,PN Pe 1-15,281.60146454796,-7.24307626553,,,,,,,0.083,0.083,90,1,,,
702,PN Pe 1-18,282.193486,-5.935266,,,15.2,,,,0.02,0.02,0,1,,,
703,PN Pe 1-19,282.436012,-7.026397,,,,,,,0.073,0.073,90,1,,,
704,PN Vy 1-4,283.50788803036,-6.43895266902,,,12.4,,,,0.067,0.067,90,1,,,
705,PN Pe 1-21,284.456842,-5.461036,,,16,,,,0.143,0.143,90,1,,,
706,PN Pe 1-20,284.322296,-5.997719,,,15.1,,,,0.107,0.107,90,1,,,
707,NGC 6751,286.48140990643,-5.99230246154,,15.78,15.48,,,[WC4],0.4,0.36,105,1.11111111111111,,,
708,PN M 3-34,291.75790893752,-6.58464989681,,,,,,,0.093,0.093,90,1,,,
709,PN Na 1,258.2161677993,-3.26661929028,,,,,,,0.223,0.183,0,1.21857923497268,,,
710,PN M 4-9,273.57671,-4.98947,,,16.6,,,,0.737,0.737,90,1,,,
711,PN G027.0+01.3,278.9742,-4.6689,,,,,,,0.12,0.12,0,1,,,
712,PN A66 48,280.69550279009,-3.22147096433,,19.4,,16.67,,[WN6o],0.7,0.7,90,1,,,
713,PN M 2-44,279.40398414453,-3.09917433553,,,14.1,,,,0.133,0.133,90,1,,,
714,PN M 2-45,279.841024393105,-4.3308377403897,,,,,,,0.107,0.107,90,1,,,
715,NGC 6772,288.651554,-2.706956,,17.01,,,,,1.08,1.08,90,1,,,
716,PN ARO 318,290.50720215815,-4.2006092959,,,,,,,0.44,0.317,155,1.38801261829653,,,
717,PN Sn 1,245.26832900827,-0.26963348887,,,,,,,0.05,0.05,90,1,,,
718,PN K 3-2,276.25235520274,-1.51458273831,,,,,,,0.1,0.0497625,3,2.00954534036674,,,
719,PN M 2-43,276.66687508568,-2.71593449192,,,15.7,,,[WC7/8],0.030303,0.0289005,-81,1.04852857217003,,,
720,IRAS 18302-0058,278.207071,-0.944003,,,,,,,0.08,0.08,90,1,,,
721,PN K 3-7,278.55667,-2.46031,,,17.5,,,,0.107,0.107,90,1,,,
722,PN WeSb 4,282.667925,-1.0531,,,,,,,0.42,0.42,0,1,,,
723,PN HaTr 10,282.603104,-1.672194,,,,,,,1.497,1.497,0,1,,,
724,IRAS 18458-0213,282.121882,-2.167059,,,,,,,0.172833338,0.162833333,340,1.06141251803769,,,
725,PN G032.9-00.7,283.527496,-0.333431,,,,,,,0.263,0.263,0,1,,,
726,DSH J1851.7-0028,282.9492,-0.475,,,,,,,0.25,0.2,0,1.25,,,
727,PN M 1-66,284.60933,-1.06267,,,,,,,0.05368367,0.05306767,-43,1.01160782073153,,,
728,NGC 6741,285.65458,-0.44908,,,9.6,,,,0.13,0.13,90,1,,,
729,PN K 3-19,285.402396,-1.318847,,,,,,,0.1,0.02677283,2,3.73512998065576,,,
730,PN K 3-18,285.145122723602,-2.1994348262178,,,,,15.3,[WC9],0.067,0.067,90,1,,,
731,NGC 6778,289.60397597225,-1.5964320566336,,13.747,12.721,,,,0.3566667,0.2583333,26,1.38064546847038,updated diam and minaxis from HASH 8/31/2026,,
732,PN A66 55,287.607367,-2.33985,,,,,,,0.8,0.8,90,1,,,
733,PN PC 19,276.18552315853,2.49111223081,,,,,,,0.06211333,0.0569425,12,1.09080792027045,,,
734,PN K 3-4,277.750946,2.424264,,,,,,,0.27,0.27,90,1,,,
735,PN K 3-3,276.788483,1.240092,,,,,,,0.267,0.181,35,1.47513812154696,,,
736,PN K 3-6,278.3229039175,0.19632850669,,,16.5,,,,0.03333334,0.01316335,1,2.53228395507223,,,
737,PN K 3-13,281.35278425519,2.02371565283,,,,,,,0.063,0.063,90,1,,,
738,IRAS 18520+0007,283.645033,0.184542,,,,,,,0.16,0.16,0,1,,,
739,PN G033.8+01.5,281.93923759086,1.54643962804,,,,,,,0.85,0.62,0,1.37096774193548,,,
740,IRAS 19021+0209,286.16101040985,2.24005476897,,16.96,15.487,14.915,,B[e],0.35,0.35,90,1,,,
741,SH 2-71,285.50118742649,2.15304923096,,14.69,14,13.66,,A7V-F0V,1.66,1.66,90,1,,,
742,PN K 3-26,288.663242,0.226747,,,,,,,0.166666672,0.166666672,0,1,,,
743,MPA J1911+0027,287.8533,0.4625,,,,,,,0.63,0.32,0,1.96875,,,
744,NGC 6790,290.7373874,1.5128892,,12.247,10.504,12.684,,wels,0.03666667,0.03560017,-52,1.029957722112,,,
745,NGC 6852,300.1633752811,1.72803369265,,17.7,,,,PG1159,0.467,0.467,90,1,,,
746,PN K 3-1,275.84054,3.60783,,,,,,,0.083,0.083,90,1,,,
747,PN K 3-5,277.94095073143,4.08592197968,,,,,,,0.167,0.167,90,1,,,
748,PN K 3-30,289.115407839911,5.2220552821633,,,,,,,0.057,0.057,90,1,,,
749,PN M 2-47,288.3939336893,4.63444831183,,,,,,O3-6,0.137,0.137,90,1,,,
750,PN A66 67,299.61259118176,3.05000265038,,18.2,,,,,1.117,1.117,90,1,,,
751,NGC 6572,273.02632579548,6.8536188709,,9.3,10.8,,,[WC],0.597,0.406,20,1.47044334975369,,,
752,IRAS 18509+0552,283.340592,5.945033,,,,,,,0.08,0.08,90,1,,,
753,PN K 3-17,284.075683,7.123856,,,,,,,0.317,0.291,155,1.0893470790378,,,
754,IRAS 18558+0733,284.566408,7.631314,,,,,,,0.12,0.12,90,1,,,
755,PN A66 53,286.691292,6.397908,,,,,,,0.517,0.517,90,1,,,
756,PN HaTr 14,287.30710431606,7.09562453212,,,,,,,0.543,0.543,0,1,,,
757,NGC 6781,289.617021,6.538692,,,,,,,1.767,1.767,90,1,,,
758,PN M 4-14,290.252992,7.614547,,,,,,,0.123,0.123,90,1,,,
759,PN K 3-36,293.164821,7.464325,,,,,,O?,0.200000003,0.200000003,0,1,,,
760,NGC 6807,293.63971,5.68403,,,12,,,,0.01550335,0.01549922,82,1.00026646502211,,,
761,PN A66 43,268.38448656592,10.6233918771,,14.53,14.71,,,O7fk,1.333,1.333,90,1,,,
762,PN Cn 3-1,274.39208959822,10.15091803011,,12.93,12.49,12.35,,07Ib(f),0.08873333,0.08783817,77,1.01019101376998,,,
763,PN K 3-14,282.13671338411,10.5974208201,,10,,,,O8-9,0.017,0.017,90,1,,,
764,PN M 1-65,284.14014540114,10.86933014739,,,14.89,,,,0.06307834,0.06298634,51,1.0014606341629,,,
765,IRAS 19041+1038,286.633917465396,10.7232121471869,,,,,,,3.347,3.347,0,1,,,
766,AGP 1,288.0671,10.6092,,,,,,,0.537,0.537,0,1,,,
767,AGP 2,288.405,10.6586,,,,,,,0.35,0.35,0,1,,,
768,PN PB 9,291.93671827282,10.4057494767,,,,,,,0.207,0.161,160,1.28571428571429,,,
769,PN Vy 2-2,291.092662569556,9.898960861785,,14.02,12.65,13.38,,O-rich,0.02066817,0.0205315,44,1.00665660083287,,,
770,NGC 6804,292.89643902328,9.22536072783,,13.4,13.4,,,,0.9716667,0.81,58,0.0516382220790765,updated diam and minaxis from HASH 8/31/2026,,
771,NGC 6803,292.818677508229,10.0560056112169,,13.034,11.616,13.242,,,0.093,0.093,90,1,,,
772,IC 4593,242.93561644285,12.07139760794,,10.91,10.84,,,O7fp,0.20966166,0.20858167,-28,1.00517778000339,,,
773,PN K 3-16,283.25662,12.26672,,,,,,,0.067,0.067,90,1,,,
774,IRAS 19033+1055,286.432867,11.004858,,,,,,,0.13,0.13,90,1,,,
775,IRAS 19079+1100,287.591996,11.094722,,,,,,,0.17,0.17,90,1,,,
776,DSH J1909.9+1204,287.4787,12.0811,,,,,,,0.3,0.3,90,1,,,
777,PN K 3-33,290.61111452414,10.68923914757,,,,,,,0.1,0.02723133,2,3.67224076091766,,,
778,PN PB 10,292.060362,12.326975,,,,,,,0.23,0.152,60,1.51315789473684,,,
779,PN A66 62,293.324535454871,10.6166004953008,,,,,,DAO,2.683,2.683,90,1,,,
780,PN M 3-27,276.95109943776,14.48501851361,,,,,,,0.016666668,0.016666668,0,1,,,
781,PN K 4-16,286.21460657967,15.79420146044,,,,,,,0.05,0.05,90,1,,,
782,PN M 4-13,288.41009839359,14.98865489854,,,,,,[WC4/5],0.07,0.07,90,1,,,
783,PN K 3-24,288.0245,15.15125,,,,,,,0.103,0.103,90,1,,,
784,PN K 3-29,288.87736859411,14.06385461578,,,,,,,0.03333334,0.01721,1,1.9368588030215,,,
785,PN M 4-12,288.272705659813,15.7777541985578,,16.327,15.095,15.678,,,0.159999996,0.159999996,0,1,,,
786,IRAS 19255+1355,291.96396,14.02536,,,,,,,0.17,0.17,90,1,,,
787,PN K 4-28,292.56945,14.7894,,,,,,,0.01,0.01,0,1,,,
788,PN M 1-73,295.28872395454,14.94971666836,,,,,,O3.5If,0.083,0.083,90,1,,,
789,PN M 1-74,295.57825,15.15231,,12.8,,,,,0.016666668,0.016666668,0,1,,,
790,PN PC 22,295.514642,13.843703,,,,,,,0.333333343,0.333333343,0,1,,,
791,NGC 6891,303.78684808566,12.70432892965,,12.11,12.51,,,O3Ib(f*),0.323,0.297,0,1.08754208754209,,,
792,EM* AS 345,288.51724009163,17.5258679034,,11,,,,,0.1,0.03576517,2,2.79601634774838,,,
793,IRAS 19234+1627,291.41868910749,16.55161407916,,,,,,,0.38,0.38,0,1,,,
794,PN K 3-41,294.81608,16.34631,,,,,,,0.008,0.008,90,1,,,
795,PN Me 1-1,294.7909175819,15.94674298431,,13.343,11.855,12.493,,,0.08,0.08,90,1,,,
796,PN K 3-38,293.826475,17.216864,,,,,,,0.05,0.05,90,1,,,
797,PN M 1-72,295.39155401762,17.75486819449,,,,,,,0.03333334,0.01305303,1,2.5536860024071,,,
798,PN A66 72,312.50855126813,13.55820150487,,15.761,16.07,16.237,16.381,,2.123,2.123,90,1,,,
799,PN K 1-14,265.65318295829,21.45067755998,,,,,,,0.783,0.783,90,1,,,
800,PN Hu 2-1,282.44817090972,20.84427691521,,12.369,11.126,12.3,,,0.030303,0.03030067,13,1.00007689598943,,,
801,PN K 4-10,284.76566301443,20.61697791406,,,,,,O3-4,0.5,0.5,0,1,,,
802,PN K 1-17,285.905675767333,19.3562323989797,,,,,,,0.75,0.75,0,1,,,
803,PN A66 59,289.666679,19.575819,,,,,,,1.433,1.433,90,1,,,
804,PN K 3-31,289.76102369833,19.03916908501,,,,,,,0.1,0.02652133,2,3.77054996864788,,,
805,Hen 1-1,290.94521,21.11042,,,,,,,0.133,0.133,90,1,,,
806,Hen 2-432,290.85336750136,21.1334395892025,,,,,,,0.1,0.04018217,2,2.48866599290183,,,
807,PN K 3-43,295.10795,18.820611,,,,,,,0.046666667,0.046666667,0,1,,,
808,PN M 1-71,294.112169785032,19.7066718975207,,,,,,[WC],0.063333333,0.063333333,0,1,,,
809,PN K 3-51,300.651432474842,17.6141390946092,,,,,,,0.25,0.25,0,1,,,
810,NGC 6879,302.611220856817,16.9225755862614,,13.661,12.54,14.075,,O3f(He),0.083,0.083,90,1,,,
811,IC 4997,305.03648248915,16.73158303705,,11.94,11.15,,,[WC7/8],0.04880333,0.045776,52,1.06613356343936,,,
812,NGC 6210,251.12299625807,23.79983943286,,12.3,11.7,,,Of/[WR],0.44,0.414,120,1.06280193236715,,,
813,PN A66 54,287.16464298447,22.9832049338,,,,,,,0.933,0.933,90,1,,,
814,PN K 3-35,291.9332291658,21.50080777506,,,,,,O-rich,0.060606,0.04660667,16,1.30037181373396,,,
815,Hen 1-2,291.65727002121,21.15748374663,,,16.7,,,O9-B0I,0.08,0.08,90,1,,,
816,Hen 1-3,297.11000147765,22.14369662618,,,,,,,0.197,0.189,130,1.04232804232804,,,
817,Hen 2-447,296.34234876074,21.33442312584,,11.49,11.04,,,,0.030303,0.0283275,45,1.06973788721207,,,
818,DSH J1942.4+2145,295.608756341,21.75621821317,,,,,,,0.45,0.45,90,1,,,
819,Lan 21,296.24640149185,22.76326489288,,15.4,15.77,16.2,17.4,DA1,4,4,0,1,,,
820,NGC 6886,303.178459,19.98962,,13.053,11.719,,,,0.09272633,0.0896555,-49,1.03425144023512,,,
821,NGC 6905,305.59579967728,20.10452362558,,16.3,14.5,,,[WC3],0.53,0.445,65,1.19101123595506,,,
822,PN Vy 1-2,268.59575,27.99947,,,,,,,0.077,0.077,90,1,,,
823,PN A66 46,277.82746279565,26.93669743058,,,,15.05,,O9k,1.057,1.057,90,1,,,
824,Hen 2-440,294.53483,25.26142,,,,,,,0.05,0.03943167,2,1.26801629248774,,,
825,PN K 3-39,293.976954,24.913389,,,,,,,0.05,0.02228733,1,2.24342709512535,,,
826,PN K 3-37,293.44479,24.54086,,,,,,,0.043,0.043,90,1,,,
827,PN K 3-40,294.09087,23.66325,,,,,,,0.067,0.067,90,1,,,
828,PN K 3-45,296.565112,24.184353,,,,,,,0.243,0.243,0,1,,,
829,M 27,299.90151327087,22.72119779432,,13.749,14.089,14.247,14.405,DAO.6,6.7,6.7,90,1,,Dumbbell Nebula,NGC 6853
830,PN A66 39,246.89049967632,27.90929760566,,15.27,15.6,,,DAO.70,2.9,2.9,90,1,,,
831,PN K 3-27,288.6248331996,28.67924856753,,,,,,G0:,0.273,0.273,90,1,,,
832,Hen 2-437,293.24001688947,26.87863553405,,,,,,,0.59,0.16,0,3.6875,,,
833,Hen 2-442,294.93063868905,26.49250923072,,17.16,15.47,16.14,,,0.166666672,0.166666672,0,1,,,
834,PN K 3-48,298.038025,27.308608,,,,,,,0.1,0.1,90,1,,,
835,PN M 2-48,297.618855,25.908207,,,,,,,0.053,0.053,90,1,,,
836,IRAS 19507+2546,298.20344724869,25.90007282271,,,,,,,0.45,0.45,90,1,,,
837,PN K 3-53,300.84358,27.01522,,,,,,,0.1,0.02277467,1,4.39084298477212,,,
838,PN K 3-54,301.24430911057,25.44368680259,,,,,,,0.013333334,0.013333334,0,1,,,
839,Hen 1-6,304.339267,25.362994,,,,,,,0.373,0.373,90,1,,,
840,NGC 6765,287.77732634759,30.54546502036,,,,,,PG1159,0.633,0.633,90,1,,,
841,HD 184738,293.68847400852,30.5163751809,,10.41,10.44,,,[WC9],0.1098075,0.10896717,84,1.00771177227049,,,
842,NGC 6842,298.75892,29.2895,,,16,,,,0.79,0.79,90,1,,,
843,Hen 1-7,304.90886956057,27.00311766489,,,,,,,0.143,0.143,90,1,,,
844,PN M 1-64,282.508708,35.243361,,,,,,,0.283,0.283,90,1,,,
845,M 57,283.39623652463,33.02913424654,,15.405,15.769,15.901,16.062,DA(O?),1.153,1.153,90,1,,Ring Nebula,NGC 6720
846,PN PC 23,297.96967,32.98828,,,,,,,0.037,0.037,90,1,,,
847,IRAS 19459+3110,296.96631170586,31.3050568792,,,,,,B0I,0.22,0.22,90,1,,,
848,PN K 4-41,299.141779,32.370267,,,,,,,0.05,0.05,90,1,,,
849,EM* AS 375,299.825058,31.910872,,,,,,,0.373,0.373,90,1,,,
850,PN K 3-52,300.79767,30.54281,,,,,,,0.030303,0.03013883,-23,1.00544712585061,,,
851,PN G069.2+01.2,300.17533,32.4615,,,,,,,0.46,0.22,97,2.09090909090909,,,
852,PN M 1-75,301.18421125,31.45740758,,,,,,,0.233,0.233,90,1,,,
853,Hen 2-459,303.49121227672,29.56552056799,,14.1,12.67,,,[WC9],0.02218333,0.02130067,64,1.0414381331667,,,
854,NGC 6894,304.099854,30.564769,,,,,,,0.733,0.733,90,1,,,
855,PN K 3-58,305.492829,29.989189,,,,,,,0.243,0.156,40,1.55769230769231,,,
856,PN K 3-49,298.50256955641,33.37013641156,,,,,,,0.05,0.009097,1,5.49631746729691,,,
857,IRAS 20116+3305,303.41266060628,33.25196826723,,,,,,,0.15,0.15,90,1,,,
858,PN K 3-57,303.198854,34.342442,,,,,,,0.163,0.163,90,1,,,
859,PN K 3-55,301.73448200368,32.27704004098,,,,,,,0.3,0.18,20,1.66666666666667,,,
860,PN M 3-35,305.26567993464,32.49000145325,,15.56,15.3,,,,0.02684183,0.02648617,59,1.01342814004441,,,
861,PN DdDm 1,250.07563218679,38.70556496093,,14,13.9,,,sd+G/K,0.017,0.017,90,1,,,
862,NeVe 2,300.0779,36.9931,,,,,,,0.47,0.47,90,1,,,
863,PN K 3-76,306.27030468482,33.58069265724,,17.1,15.7,,,,0.153,0.153,90,1,,,
864,NGC 6058,241.11061734697,40.68304149751,,,13,,,sd,0.44,0.44,90,1,,,
865,NGC 6881,302.71854,37.41178,,,,,,,0.071453,0.06723,-25,1.06281421984233,,,
866,PN A66 69,304.993096,38.4006,,,,,,,0.367,0.367,90,1,,,
867,WRAY 16-23,129.28375,-39.41861,,14,15.59,,,,1.083333373,1.083333373,0,1,,,
868,EM* AS 200,127.11648804555,-39.39445585129,,12,14,,,[WC],0.293,0.229,160,1.27947598253275,,,
869,[M81] I-224,124.041722,-39.864185,,,,,,,0.21,0.16,5,1.3125,,,
870,EM* AS 204,133.37867242875,-40.06188325013,,,14,,,,12,12,90,1,,,
871,IRAS 08355-4027,129.35246304,-40.63530306,,,,,,,0.26,0.239,35,1.08786610878661,,,
872,PN PB 2,125.16744776527,-46.38291911662,,,13.6,,,wels?,0.05,0.05,90,1,,,
873,NGC 2792,138.110671,-42.427478,,,11.8,,,,0.35,0.315,165,1.11111111111111,,,
874,WRAY 16-16,122.8825,-48.721583,,12.4,12.4,,,,0.253,0.198,165,1.27777777777778,,,
875,WRAY 16-8,116.83350589354,-51.25095350052,,11.9,12.8,,,Of(H),0.04880333,0.04879633,42,1.00014345341135,,,
876,PN PB 5,139.040031,-45.478558,,,,15.45,,,0.083333336,0.083333336,0,1,,,
877,WRAY 16-28,130.872283,-48.913181,,,15.8,,,,0.19,0.167,100,1.1377245508982,,,
878,PN PB 3,133.57649088631,-50.53961122554,,,14.4,,,,0.197,0.189,75,1.04232804232804,,,
879,PN Lo 4,151.44078337892,-44.35931207844,,,,,,sdO,0.800000012,0.800000012,0,1,,,
880,WRAY 16-57,145.406245212107,-49.9662744956406,,15.233,13.95,15.477,,[WC],0.083,0.083,90,1,,,
881,WRAY 16-59,146.85331805579,-48.97073693499,,,13.5,,,,0.383,0.383,90,1,,,
882,PN MeWe 1-1,133.4012,-54.0853,,,,,,,2.34,2.14,0,1.09345794392523,,,
883,PN MeWe 2-2,149.5442,-50.6594,,,,,,,0.46,0.45,0,1.02222222222222,,,
884,PN Pe 2-4,142.701753,-53.166584,,,,,,,0.2,0.148,75,1.35135135135135,,,
885,WRAY 16-40,139.50548870949,-54.65810155448,,14,15,,,,0.07333333,0.07333333,0,1,,,
886,WRAY 16-46,141.19097972705,-54.60430882046,,,12.4,,,,0.233,0.233,90,1,,,
887,WRAY 16-44,140.52826215035,-54.16096171988,,,13.4,,,,0.153,0.153,90,1,,,
888,NGC 2899,141.76258,-56.10586,,,12.4,,,G0,1.5,1.5,90,1,,,
889,WRAY 15-344,138.47021,-55.47144,,,13.7,,,,0.04,0.04,90,1,,,
890,PN PB 4,138.78227990366,-54.87885349076,,14.35,13.12,16.35,15.12,wels?,0.24,0.206,40,1.16504854368932,,,
891,PN G274.8-05.7,136.4242,-55.8139,,,,,,,0.83,0.72,0,1.15277777777778,,,
