N,id,alpha,delta,magU,magB,magV,magR,magI,Spectral_type,diameter,minAxis,posAngle,axisRatio,Notes,Common name,Other name
1616,PN G356.2-03.2,267.34908,-33.79475,,,,,,,0.22,0.17,0,1.29411764705882,,,
1617,PN G357.5-02.4,267.40758,-32.27442,,,,,,,0.16,0.12,0,1.33333333333333,,,
1618,PN G355.5-03.7,267.4954,-34.6439,,,,,,,0.23,0.23,0,1,,,
1619,PN G346.9-08.9,267.6905803521,-44.63942178526,,,,,,,0.37,0.33,0,1.12121212121212,,,
1620,PHR J1750-1803,267.6983,-18.0583,,,,,,,0.6,0.32,0,1.875,,,
1621,PN G358.0-02.4,267.7021,-31.8742,,,,,,,0.1,0.1,0,1,,,
1622,PPA J1750-3548,267.7337,-35.8136,,,,,,,0.42,0.32,0,1.3125,,,
1623,PN G355.3-04.1,267.7371,-35.0128,,,,,,,0.32,0.28,0,1.14285714285714,,,
1624,PN G356.2-03.6,267.7787,-34.0281,,,,,,,0.17,0.16,0,1.0625,,,
1625,PN G354.9-04.4,267.8462,-35.5217,,,,,,,0.25,0.15,0,1.66666666666667,,,
1626,PN G358.9-02.1,267.9117,-30.9983,,,,,,,0.25,0.2,0,1.25,,,
1627,PN G357.4-03.1,268.00271,-32.73511,,,,,,,0.17,0.1,0,1.7,,,
1628,PN G357.6-03.0,268.0492,-32.5522,,,,,,,0.18,0.1,0,1.8,,,
1629,PN G357.6-03.0 a,268.0667,-32.5019,,,,,,,0.18,0.17,0,1.05882352941176,,,
1630,PN G007.5+02.7,268.1287,-21.0347,,,,,,,0.26,0.25,0,1.04,,,
1631,PN G000.0-01.8,268.2433,-29.8897,,,,,,,0.28,0.24,0,1.16666666666667,,,
1632,PN G356.0-04.2,268.2704,-34.4775,,,,,,,0.25,0.18,0,1.38888888888889,,,
1633,PN G359.3-02.3,268.3179,-30.6444,,,,,,,0.28,0.17,0,1.64705882352941,,,
1634,PHR J1753-2234,268.3679,-22.5731,,,,,,,1.2,1.05,0,1.14285714285714,,,
1635,PN G359.2-02.4,268.4158,-30.8569,,,,,,,0.21,0.15,0,1.4,,,
1636,PN G359.7-02.2,268.4975,-30.3636,,,,,,,0.33,0.32,0,1.03125,,,
1637,PN G356.5-04.1,268.5125,-33.9808,,,,,,,0.25,0.22,0,1.13636363636364,,,
1638,PN G355.5-04.8,268.5725,-35.2608,,,,,,,0.22,0.2,0,1.1,,,
1639,PN G355.2-05.0,268.6275,-35.5522,,,,,,,0.43,0.43,0,1,,,
1640,PN G353.9-05.8,268.6946,-37.1469,,,,,,,0.42,0.35,0,1.2,,,
1641,PN G007.6+02.0,268.765,-21.3106,,,,,,,0.25,0.25,0,1,,,
1642,PN G007.3+01.7,268.89476422214,-21.7104132499,,,,,,,0.28,0.25,0,1.12,,,
1643,PN G007.4+01.7,268.92788,-21.67197,,,,,,,0.33,0.23,0,1.43478260869565,,,
1644,PN G002.2-01.2,268.94,-27.6614,,,,,,,0.24,0.18,0,1.33333333333333,,,
1645,PN G359.9-02.6,269.0275,-30.3267,,,,,,,0.2,0.17,0,1.17647058823529,,,
1646,PN G359.2-03.1,269.1196,-31.2097,,,,,,,0.23,0.17,0,1.35294117647059,,,
1647,PN G006.1+00.8,269.1383,-23.1964,,,,,,,0.15,0.15,0,1,,,
1648,JaSt2 20,269.1517,-28.955,,,,,,,0.38,0.25,0,1.52,,,
1649,PHR J1756-3342,269.1646,-33.7086,,,,,,O(H)3-4Vz,0.53,0.5,0,1.06,,,
1650,PN G358.6-03.6,269.1821,-31.9592,,,,,,,0.82,0.8,0,1.025,,,
1651,PHR J1756-3414,269.2008,-34.2422,,,,,,,0.3,0.28,0,1.07142857142857,,,
1652,PHR J1757-1649,269.41508025103,-16.82213423592,,,,,,,2.63,2,0,1.315,,,
1653,PHR J1757-2824,269.4258,-28.4019,,,,,,O(H),0.23,0.1,0,2.3,,,
1654,PN G359.4-03.3,269.4654,-31.1031,,,,,,,0.22,0.21,0,1.04761904761905,,,
1655,PHR J1758-2139,269.6037,-21.6628,,,,,,,2.67,1.57,0,1.70063694267516,,,
1656,PHR J1758-2756,269.6462,-27.9489,,,,,,,0.34,0.27,0,1.25925925925926,,,
1657,PN G008.1+01.3,269.6692,-21.2128,,,,,,,0.18,0.15,0,1.2,,,
1658,PN G001.5-02.4,269.705,-28.8822,,,,,,,0.23,0.22,0,1.04545454545455,,,
1659,PN G003.6-01.3,269.80038,-26.50689,,,,,,,0.14,0.14,0,1,,,
1660,PN G003.1-01.6,269.8587,-27.1094,,,,,,,0.63,0.5,0,1.26,,,
1661,PHR J1759-2712,269.8883,-27.2139,,,,,,,1.27,0.93,0,1.36559139784946,,,
1662,PN G000.2-03.4,269.9488,-30.5097,,,,,,,0.32,0.23,0,1.39130434782609,,,
1663,PN G003.3-01.6,269.98092,-26.86347,,,,,,,0.18,0.12,0,1.5,,,
1664,PN G001.6-02.6,269.9867,-28.8986,,,,,,,0.42,0.37,0,1.13513513513514,,,
1665,PN G001.7-02.6,270.0025,-28.7742,,,,,,,0.28,0.22,0,1.27272727272727,,,
1666,PN G002.0-02.5,270.0779,-28.4356,,,,,,,0.3,0.28,0,1.07142857142857,,,
1667,PPA J1800-2818,270.0783,-28.3097,,,,,,,0.27,0.2,0,1.35,,,
1668,PN G001.5-02.8,270.093466969757,-29.0775327940875,,,,,,,0.14,0.12,0,1.16666666666667,,,
1669,PN G003.4-01.8,270.1762,-26.8936,,,,,,,0.2,0.18,0,1.11111111111111,,,
1670,PN G008.6+01.0,270.2546,-20.9594,,,,,,,0.23,0.18,0,1.27777777777778,,,
1671,PN G000.9-03.3,270.3058,-29.7833,,,,,,,0.6,0.6,0,1,,,
1672,PN G003.1-02.1,270.35154,-27.30247,,,,,,,0.63,0.6,0,1.05,,,
1673,PN G002.1-02.8,270.3846,-28.5292,,,,,,,0.32,0.23,0,1.39130434782609,,,
1674,PPA J1801-2746,270.385,-27.7686,,,,,,,0.23,0.19,0,1.21052631578947,,,
1675,PN G002.4-02.6,270.4387,-28.1603,,,,,,,0.72,0.68,0,1.05882352941176,,,
1676,PN G012.1+02.8,270.4821,-17.0311,,,,,,,0.37,0.33,0,1.12121212121212,,,
1677,PN G003.8-01.9,270.54696339377,-26.61889612818,,,,,,,0.15,0.12,0,1.25,,,
1678,PN G357.5-05.5,270.59962,-33.84669,,,,,,,0.15,0.15,0,1,,,
1679,PN G359.7-04.4 a,270.6263,-31.4047,,,,,,,0.28,0.2,0,1.4,,,
1680,PN G002.0-03.1,270.7021,-28.7947,,,,,,,0.31,0.28,0,1.10714285714286,,,
1681,PN G002.0-03.2,270.7913,-28.8142,,,,,,,0.52,0.41,0,1.26829268292683,,,
1682,PN G359.0-04.9,270.8204,-32.3072,,,,,,,0.4,0.25,0,1.6,,,
1683,PN G002.4-03.1,270.8529,-28.4403,,,,,,,0.1,0.1,0,1,,,
1684,PN G001.2-03.8,270.8796,-29.7864,,,,,,,0.78,0.67,0,1.16417910447761,,,
1685,PN G016.6+04.8,270.9133,-12.1661,,,,,,,0.17,0.13,0,1.30769230769231,,,
1686,PN G005.2-01.6,270.9683,-25.2831,,,,,,,0.12,0.08,0,1.5,,,
1687,PN G003.8-02.4,271.0108,-26.8908,,,,,,,0.12,0.07,0,1.71428571428571,,,
1688,PN G002.6-03.1,271.0546,-28.27,,,,,,,0.22,0.22,0,1,,,
1689,PN G358.4-05.5,271.0625,-33.1083,,,,,,,0.37,0.31,0,1.19354838709677,,,
1690,PN G002.9-03.0,271.07221,-27.95336,,,,,,,0.62,0.37,0,1.67567567567568,,,
1691,PHR J1804-2913,271.11883,-29.23256,,,,,,O(H),0.12,0.1,0,1.2,,,
1692,PN G011.0+01.4,271.1217,-18.7114,,,,,,,0.31,0.28,0,1.10714285714286,,,
1693,FP J1804-4528,271.1337,-45.4744,,,,,,,7,6,0,1.16666666666667,,,
1694,PN G000.9-04.2,271.2004,-30.2803,,,,,,,0.17,0.17,0,1,,,
1695,PN G004.0-02.6,271.2479,-26.7547,,,,,,,0.72,0.55,0,1.30909090909091,,,
1696,PN G004.2-02.5,271.3337,-26.5292,,,,,,,0.17,0.15,0,1.13333333333333,,,
1697,PN G004.0-02.7,271.3592,-26.8156,,,,,,,0.32,0.1,0,3.2,,,
1698,PN G359.7-05.0,271.3758,-31.6711,,,,,,,0.27,0.2,0,1.35,,,
1699,PN G002.9-03.3,271.435,-28.0794,,,,,,,0.82,0.47,0,1.74468085106383,,,
1700,PN G003.6-03.0,271.4908,-27.3858,,,,,,,0.37,0.24,0,1.54166666666667,,,
1701,PN G003.3-03.3,271.6167,-27.7878,,,,,,,0.35,0.3,0,1.16666666666667,,,
1702,PN G002.7-03.7,271.6338,-28.4075,,,,,,,0.2,0.2,0,1,,,
1703,PHR J1806-3416,271.6929,-34.2678,,,,,,,0.33,0.29,0,1.13793103448276,,,
1704,PN G002.1-04.1,271.7071,-29.1664,,,,,,,0.47,0.43,0,1.09302325581395,,,
1705,PHR J1806-1956,271.7304,-19.9383,,,,,,,1.02,0.83,0,1.2289156626506,,,
1706,PN G005.2-02.4 a,271.7637,-25.5953,,,,,,,0.45,0.42,0,1.07142857142857,,,
1707,PHR J1807-2715,271.8125,-27.2642,,,,,,,0.28,0.28,0,1,,,
1708,PN G006.1-02.1,271.9204,-24.655,,,,,,,0.26,0.23,0,1.1304347826087,,,
1709,PN G004.4-03.1,272.0008,-26.6272,,,,,,,0.42,0.39,0,1.07692307692308,,,
1710,PN G004.1-03.3,272.00619837924,-27.00440832995,,,15.486,,12.505,,0.22,0.17,0,1.29411764705882,,,
1711,PHR J1808-3201,272.0492,-32.0244,,,,,,,3.08,2.75,0,1.12,,,
1712,PN G002.8-04.1,272.1158,-28.5936,,,,,,,0.27,0.23,0,1.17391304347826,,,
1713,PN G014.6+02.3,272.1329,-15.1106,,,,,,,0.48,0.43,0,1.11627906976744,,,
1714,PN G007.7-01.6,272.3029,-23.0661,,,,,,,0.23,0.18,0,1.27777777777778,,,
1715,PN G016.6+03.1,272.4008,-12.9994,,,,,,,0.27,0.22,0,1.22727272727273,,,
1716,PN G001.8-05.0,272.4454,-29.8817,,,,,,,0.27,0.2,0,1.35,,,
1717,PN G359.4-06.3,272.47,-32.5622,,,,,,,0.13,0.13,0,1,,,
1718,PN G001.2-05.6,272.7613,-30.7033,,,,,,,0.53,0.38,0,1.39473684210526,,,
1719,PHR J1811-2123,272.79429,-21.38719,,,,,,,0.29,0.25,0,1.16,,,
1720,PN G005.4-03.4,272.8346,-25.9597,,,,,,,1.15,0.98,0,1.1734693877551,,,
1721,PHR J1811-2100,272.9125,-21.0122,,,,,,,0.53,0.2,0,2.65,,,
1722,PN G007.5-02.4,272.9192,-23.6211,,,,,,,0.18,0.15,0,1.2,,,
1723,PN G003.0-05.0,273.0975,-28.8028,,,,,,,0.23,0.23,0,1,,,
1724,PN G008.6-02.2,273.2942,-22.5575,,,,,,,0.12,0.12,0,1,,,
1725,PHR J1813-2505,273.3625,-25.0978,,,,,,,0.53,0.37,0,1.43243243243243,,,
1726,PN G014.6+01.0,273.37077781901,-15.72218017836,,,,,,,0.45,0.35,0,1.28571428571429,,,
1727,PN G017.6+02.6,273.39029,-12.34633,,,,,,,0.13,0.13,0,1,,,
1728,PN G010.0-01.5,273.3975,-20.9514,,,,,,,0.28,0.17,0,1.64705882352941,,,
1729,PHR J1814-3340,273.5092,-33.68,,,,,,,0.37,0.2,0,1.85,,,
1730,PN G009.0-02.2,273.5508,-22.2461,,,,,,,0.18,0.12,0,1.5,,,
1731,PN G004.8-04.6,273.7008,-26.9869,,,,,,,0.35,0.33,0,1.06060606060606,,,
1732,PN G009.0-02.4,273.7342,-22.3436,,,,,,,0.22,0.17,0,1.29411764705882,,,
1733,PHR J1815-2513,273.8492,-25.23,,,,,,,0.5,0.4,0,1.25,,,
1734,PN G002.3-06.2,273.9387,-29.9622,,,,,,,0.37,0.37,0,1,,,
1735,PN G009.1-02.7,274.0833,-22.38,,,,,,,0.4,0.32,0,1.25,,,
1736,PPA J1818-2541,274.5063,-25.6839,,,,,,,0.27,0.25,0,1.08,,,
1737,PHR J1818-2531,274.7113,-25.5267,,,,,,,0.27,0.27,0,1,,,
1738,PHR J1818-2239,274.745,-22.6608,,,,,,,1.63,1.33,0,1.22556390977444,,,
1739,PHR J1818-1526,274.74718322965,-15.43903328803,,,,,,,0.92,0.18,0,5.11111111111111,,,
1740,PN G007.9-04.1,274.8329,-24.0844,,,,,,,0.27,0.23,0,1.17391304347826,,,
1741,PN G020.4+02.2,275.06412106047,-10.04088865471,,,,,,,0.4,0.31,0,1.29032258064516,,,
1742,PN G012.1-02.1,275.0729,-19.4439,,,,,,,0.17,0.17,0,1,,,
1743,PN G022.1+03.0,275.1821,-8.1672,,,,,,,0.13,0.13,0,1,,,
1744,PN G007.1-05.0,275.245,-25.1717,,,,,,,0.37,0.32,0,1.15625,,,
1745,PHR J1821-1001,275.4192,-10.0289,,,,,,,2.98,2,0,1.49,,,
1746,PN G006.4-05.5,275.4425,-26.0292,,,,,,,0.38,0.33,0,1.15151515151515,,,
1747,PN G016.4-00.9,276.0087,-15.0925,,,,,,,0.5,0.3,0,1.66666666666667,,,
1748,PN G009.9-04.3,276.0312,-22.4372,,,,,,,0.67,0.67,0,1,,,
1749,FP J1824-0319,276.17022487072,-3.33319881161,,14.673,14.99,15.291,,DA,30,28.67,0,1.04638995465644,,,
1750,PN G008.3-05.3,276.1804,-24.2753,,,,,,,0.35,0.33,0,1.06060606060606,,,
1751,PN G013.4-02.9,276.3979,-18.6622,,,,,,,0.51,0.47,0,1.08510638297872,,,
1752,PN G025.9+03.4,276.5733,-4.5897,,,,,,,0.3,0.28,0,1.07142857142857,,,
1753,PN G021.2+00.9,276.6087,-9.8906,,,,,,,0.9,0.7,0,1.28571428571429,,,
1754,PN G016.3-02.3,277.2325,-15.8217,,,,,,,1.15,1.03,0,1.11650485436893,,,
1755,PN G026.4+02.7,277.3925,-4.5272,,,,,,,0.37,0.25,0,1.48,,,
1756,PN G018.5-01.6,277.6767,-13.5192,,,,,,,0.33,0.28,0,1.17857142857143,,,
1757,PN G023.4+00.7,277.8317,-8.0953,,,,,,,0.21,0.15,0,1.4,,,
1758,PN G009.4-06.6,277.9846,-23.9353,,,,,,,0.09,0.07,0,1.28571428571429,,,
1759,PHR J1832-0317,278.1304,-3.2958,,,,,,,0.5,0.22,0,2.27272727272727,,,
1760,PN G007.2-08.1,278.3396,-26.5411,,,,,,,0.47,0.47,0,1,,,
1761,PHR J1833-3115,278.42837,-31.26192,,,,,,,0.42,0.42,0,1,,,
1762,PHR J1833-0556,278.4988,-5.9353,,,,,,,0.68,0.37,0,1.83783783783784,,,
1763,PN G023.5-00.1,278.6733,-8.4056,,,,,,,0.52,0.43,0,1.2093023255814,,,
1764,PN G019.9-02.8,279.4592,-12.8278,,,,,,,0.4,0.35,0,1.14285714285714,,,
1765,WRAY 15-1879,280.21117,-29.52308,,,15.4,,,,0.28,0.28,0,1,,,
1766,PN G007.3-10.1,280.4792,-27.2783,,,,,,,0.25,0.22,0,1.13636363636364,,,
1767,PN G026.9-00.7,280.7933,-5.6975,,,,,,,0.8,0.65,0,1.23076923076923,,,
1768,PN G028.9+00.2,280.8137,-3.4242,,,,,,,0.17,0.15,0,1.13333333333333,,,
1769,PN G032.0+01.7,280.9379,0.0392,,,,,,,0.23,0.21,0,1.0952380952381,,,
1770,PHR J1843-0232,280.9871,-2.5356,,,,,,,1.02,0.9,0,1.13333333333333,,,
1771,PN G027.7-00.6,281.06808,-4.88111,,,,,,,0.63,0.63,0,1,,,
1772,PN G026.7-01.2,281.1210529375,-6.05709050177,,,,,,,0.25,0.22,0,1.13636363636364,,,
1773,PHR J1844-0517,281.225,-5.2933,,,,,,,0.52,0.43,0,1.2093023255814,,,
1774,PN G032.5+01.5,281.2529,0.3564,,,,,,,0.55,0.48,0,1.14583333333333,,,
1775,PN G030.0+00.0,281.5112,-2.5522,,,,,,,0.6,0.52,0,1.15384615384615,,,
1776,PHR J1847-0215,281.9475,-2.2583,,,,,,,0.33,0.23,0,1.43478260869565,,,
1777,PHR J1848-0912,282.1363,-9.2006,,,,,,,0.32,0.25,0,1.28,,,
1778,PHR J1848-0435,282.1696,-4.5994,,,,,,,0.73,0.7,0,1.04285714285714,,,
1779,PN G032.5-00.0,282.7129,-0.3583,,,,,,,0.25,0.18,0,1.38888888888889,,,
1780,PN G029.2-01.8,282.8004,-4.1486,,,,,,,0.18,0.18,0,1,,,
1781,PHR J1851-0732,282.8804,-7.5414,,,,,,,0.75,0.58,0,1.29310344827586,,,
1782,PN G007.9-12.5,283.2146,-27.8181,,,,,,,0.37,0.37,0,1,,,
1783,PHR J1854-0151,283.6717,-1.8542,,,,,,,0.35,0.25,0,1.4,,,
1784,PN G032.2-01.4,283.8204,-1.2825,,,,,,,0.78,0.75,0,1.04,,,
1785,PN G028.7-03.2,283.8312,-5.1744,,,,,,,0.28,0.25,0,1.12,,,
1786,PN G033.9-00.9,284.2129,0.4814,,,,,,,0.13,0.12,0,1.08333333333333,,,
1787,PN G030.0-04.2,285.3108,-4.4925,,,,,,,0.22,0.22,0,1,,,
1788,PN G033.9-02.9,285.9308,-0.45,,,,,,,0.25,0.22,0,1.13636363636364,,,
1789,PHR J1906-0133,286.5679,-1.5528,,,,,,,2.63,1.57,0,1.67515923566879,,,
1790,PHR J1911-1546,287.76862762154,-15.76874705698,,,,,,,2.62,2.57,0,1.01945525291829,,,
1791,PN G034.7-06.2,289.28129,-1.20669,,,,,,,0.28,0.23,0,1.21739130434783,,,
1792,PN G033.4-06.9,289.3192,-2.6739,,,,,,,0.27,0.25,0,1.08,,,
1793,PN G037.7-05.9,290.33705286836,1.60389206346,,,,,,,0.27,0.27,0,1,,,
1794,PN G039.8-06.9,292.2142,2.8978,,,,,,,0.58,0.52,0,1.11538461538462,,,
1795,PHR J1741-1624,265.2667,-16.4131,,,,,,,0.23,0.19,0,1.21052631578947,,,
1796,PN G011.2-02.7,275.1487,-20.5069,,,,,,,0.72,0.7,0,1.02857142857143,,,
1797,[RP2006] 203,86.07233,-69.18375,,,,,,,0.15,0.15,0,1,,,
1798,[RP2006] J053150-710955,82.96057120724,-71.1652021858,,,,,,,0.0383333,0.0383333,0,1,,,
1799,[RP2006] J052611-701605,81.547,-70.26822,19.623,19.764,18.899,,19.531,,0.09,0.09,0,1,,,
1800,[RP2006] J053636-700704,84.15029,-70.11814,,21.76,21.715,,,,0.0666667,0.0666667,0,1,,,
1801,[RP2006] J052504-694833,81.26942,-69.80925,,,,,,,0.0783333,0.0783333,0,1,,,
1802,[RP2006] J052616-693800,81.56812,-69.63386,,19.257,19.272,,19.236,,0.1,0.1,0,1,,,
1803,[RP2006] J052413-694724,81.05675,-69.78992,18.827,19.531,19.312,,,,0.0566667,0.0566667,0,1,,,
1804,[RP2006] J051815-691621,79.562912,-69.272675,18.705,19.063,18.761,,18.531,,0.0566667,0.0566667,0,1,,,
1805,[RP2006] J051023-684618,77.59867,-68.77167,,,,,,,0.1,0.1,0,1,,,
1806,[RP2006] J050849-684404,77.2065,-68.73475,19.611,19.527,19.242,,19.569,,0.116667,0.116667,0,1,,,
1807,[GC2009] J052141.88-665932.0,80.424475,-66.992117,21.259,21.295,20.96,,,,0.05,0.05,0,1,,,
1808,[RP2006] J050651-685716,76.71546,-68.95444,19.562,21.35,20.447,,20.299,,0.1,0.1,0,1,,,
1809,[RP2006] J052804-685947,82.02054,-68.99642,,,,,,,0.168333,0.168333,0,1,,,
1810,V* V458 Vul,298.602627368394,20.8811483076167,,17.76,15.96,17.9,,,0.45,0.45,90,1,,,
1811,[RP2006] 895,83.65221,-69.30775,,,,,,,0.0816667,0.0816667,0,1,,,
1812,[RP2006] J045233-700043,73.14154,-70.01214,,,,,,,0.191667,0.191667,0,1,,,
1813,[RP2006] J045345-695758,73.43783,-69.96631,,21.705,21.102,,20.744,,0.166667,0.166667,0,1,,,
1814,[RP2006] J045353-704455,73.47383,-70.74875,21.081,20.759,20.421,,21.023,,0.0833333,0.0833333,0,1,,,
1815,[RP2006] J045403-693320,73.51483,-69.55578,19.469,20.386,19.349,,,,0.0833333,0.0833333,0,1,,,
1816,[RP2006] J045446-701850,73.69504,-70.314,,21.975,21.539,,,,0.1,0.1,0,1,,,
1817,[RP2006] J045453-693619,73.72133,-69.6055,,,,,,,0.133333,0.133333,0,1,,,
1818,[RP2006] J045503-693210,73.76325,-69.53614,,21.28,20.94,,,,0.075,0.075,0,1,,,
1819,[RP2006] J045513-690019,73.80467,-69.00542,,20.459,20.345,,,,0.1,0.1,0,1,,,
1820,[RP2006] J045534-700220,73.89475,-70.03897,,,,,,,0.0666667,0.0666667,0,1,,,
1821,[RP2006] J045646-691928,74.1935,-69.3245,,21.779,20.946,,21.696,,0.105,0.105,0,1,,,
1822,[RP2006] J045728-665347,74.36692,-66.89658,,20.549,20.329,,20.69,,0.045,0.045,0,1,,,
1823,[RP2006] J045733-665258,74.38837,-66.88292,20.58,20.512,20.348,,20.797,,0.0566667,0.0566667,0,1,,,
1824,[RP2006] J045751-693333,74.46483,-69.55919,20.339,21.752,20.913,,,,0.06,0.06,0,1,,,
1825,[RP2006] J045754-691421,74.47525,-69.23933,19.208,20.004,19.498,,20.439,,0.07,0.07,0,1,,,
1826,[RP2006] J045829-685210,74.62171,-68.86956,,23.313,21.992,,,,0.0733333,0.0733333,0,1,,,
1827,[RP2006] J045855-685036,74.73038,-68.84336,18.258,18.537,18.726,,18.425,,0.0833333,0.0833333,0,1,,,
1828,[RP2006] J045855-685301,74.7325,-68.88378,20.583,19.971,19.413,,18.653,,0.123333,0.123333,0,1,,,
1829,[RP2006] J045859-675241,74.747,-67.87822,,21.105,20.952,,20.514,,0.05,0.05,0,1,,,
1830,[RP2006] 1930,74.83558,-66.76658,,,,,,,0.05,0.05,0,1,,,
1831,[RP2006] J045934-692242,74.89192,-69.37839,21.611,21.934,20.901,,,,0.0833333,0.0833333,0,1,,,
1832,2MASS J04593813-6718042,74.90887,-67.30119,17.077,17.169,17.246,,17.141,,0.126667,0.126667,0,1,,,
1833,[RP2006] J050026-695607,75.10887,-69.93533,19.552,19.633,19.308,,19.266,,0.166667,0.166667,0,1,,,
1834,[RP2006] J050047-691122,75.19821,-69.18944,19.72,19.972,18.441,,18.605,,0.15,0.15,0,1,,,
1835,[RP2006] J050052-684717,75.21721,-68.78811,20.022,20.297,19.341,,18.757,,0.0666667,0.0666667,0,1,,,
1836,[KWV2015] J050058.17-680748.9,75.2425985566,-68.13026516244,18.297,19.306,18.944,,19.915,,0.0383333,0.0383333,0,1,,,
1837,2MASS J05010826-6813363,75.28442,-68.22678,19.708,20.194,20.286,,,,0.0916667,0.0916667,0,1,,,
1838,[RP2006] J050135-704440,75.39725,-70.74461,,,,,,,0.0833333,0.0833333,0,1,,,
